t_s,R_m,U_m_s,T_g_K,p_g_pa,p_inf_pa,delta_T_m,Q_out_W
5.26e-07,6.26353e-06,1.26893,277.484,104268,58982.7,6.26353e-06,-3.20593e-05
5.36e-07,6.27637e-06,1.29929,276.912,103415,58208.1,6.27637e-06,-3.32989e-05
5.46e-07,6.28951e-06,1.32931,276.339,102555,57435.2,6.28951e-06,-3.4546e-05
5.56e-07,6.30296e-06,1.35897,275.766,101689,56664,6.30296e-06,-3.57992e-05
5.66e-07,6.31669e-06,1.38827,275.194,100817,55894.6,6.31669e-06,-3.70574e-05
5.76e-07,6.33072e-06,1.4172,274.624,99940.9,55127,6.33072e-06,-3.83193e-05
5.86e-07,6.34504e-06,1.44574,274.056,99060.3,54361.2,6.34504e-06,-3.95838e-05
5.96e-07,6.35963e-06,1.4739,273.49,98176.4,53597.2,6.35963e-06,-4.08497e-05
6.06e-07,6.37451e-06,1.50166,272.928,97289.9,52835.1,6.37451e-06,-4.21159e-05
6.16e-07,6.38967e-06,1.52902,272.37,96401.4,52075,6.38967e-06,-4.33813e-05
6.26e-07,6.40509e-06,1.55597,271.816,95511.7,51316.8,6.40509e-06,-4.46448e-05
6.36e-07,6.42078e-06,1.58252,271.268,94621.4,50560.6,6.42078e-06,-4.59054e-05
6.46e-07,6.43674e-06,1.60866,270.724,93731,49806.3,6.43674e-06,-4.71622e-05
6.56e-07,6.45296e-06,1.63439,270.187,92841.1,49054.1,6.45296e-06,-4.84142e-05
6.66e-07,6.46943e-06,1.65972,269.656,91952.4,48304,6.46943e-06,-4.96605e-05
6.76e-07,6.48615e-06,1.68464,269.131,91065.2,47556,6.48615e-06,-5.09001e-05
6.86e-07,6.50312e-06,1.70916,268.614,90180.2,46810,6.50312e-06,-5.21323e-05
6.96e-07,6.52033e-06,1.73329,268.104,89297.8,46066.3,6.52033e-06,-5.33562e-05
7.06e-07,6.53778e-06,1.75702,267.602,88418.5,45324.7,6.53778e-06,-5.45712e-05
7.16e-07,6.55547e-06,1.78035,267.109,87542.6,44585.3,6.55547e-06,-5.57764e-05
7.26e-07,6.57339e-06,1.80331,266.623,86670.5,43848.2,6.57339e-06,-5.69712e-05
7.36e-07,6.59154e-06,1.82589,266.147,85802.7,43113.3,6.59154e-06,-5.8155e-05
7.46e-07,6.60991e-06,1.8481,265.679,84939.5,42380.8,6.60991e-06,-5.93272e-05
7.56e-07,6.6285e-06,1.86994,265.22,84081.1,41650.5,6.6285e-06,-6.04872e-05
7.66e-07,6.6473e-06,1.89143,264.771,83228,40922.6,6.6473e-06,-6.16345e-05
7.76e-07,6.66632e-06,1.91257,264.331,82380.3,40197.1,6.66632e-06,-6.27686e-05
7.86e-07,6.68555e-06,1.93337,263.901,81538.3,39474.1,6.68555e-06,-6.3889e-05
7.96e-07,6.70499e-06,1.95383,263.481,80702.2,38753.4,6.70499e-06,-6.49955e-05
8.06e-07,6.72463e-06,1.97398,263.071,79872.3,38035.2,6.72463e-06,-6.60875e-05
8.16e-07,6.74447e-06,1.99381,262.67,79048.8,37319.6,6.74447e-06,-6.71648e-05
8.26e-07,6.7645e-06,2.01333,262.28,78231.7,36606.4,6.7645e-06,-6.8227e-05
8.36e-07,6.78473e-06,2.03256,261.9,77421.3,35895.8,6.78473e-06,-6.92739e-05
8.46e-07,6.80515e-06,2.0515,261.53,76617.8,35187.8,6.80515e-06,-7.03053e-05
8.56e-07,6.82576e-06,2.07016,261.17,75821.1,34482.4,6.82576e-06,-7.13209e-05
8.66e-07,6.84656e-06,2.08855,260.82,75031.5,33779.7,6.84656e-06,-7.23206e-05
8.76e-07,6.86753e-06,2.10668,260.48,74249,33079.6,6.86753e-06,-7.33042e-05
8.86e-07,6.88869e-06,2.12456,260.151,73473.7,32382.2,6.88869e-06,-7.42717e-05
8.96e-07,6.91002e-06,2.1422,259.831,72705.6,31687.5,6.91002e-06,-7.52229e-05
9.06e-07,6.93153e-06,2.15961,259.522,71944.8,30995.6,6.93153e-06,-7.61577e-05
9.16e-07,6.95321e-06,2.1768,259.223,71191.4,30306.4,6.95321e-06,-7.70762e-05
9.26e-07,6.97507e-06,2.19377,258.933,70445.4,29620.1,6.97507e-06,-7.79782e-05
9.36e-07,6.99709e-06,2.21053,258.653,69706.7,28936.6,6.99709e-06,-7.88639e-05
9.46e-07,7.01928e-06,2.22709,258.383,68975.4,28255.9,7.01928e-06,-7.97332e-05
9.56e-07,7.04163e-06,2.24347,258.123,68251.5,27578.1,7.04163e-06,-8.05862e-05
9.66e-07,7.06415e-06,2.25966,257.872,67535.1,26903.3,7.06415e-06,-8.14229e-05
9.76e-07,7.08682e-06,2.27569,257.631,66826,26231.3,7.08682e-06,-8.22435e-05
9.86e-07,7.10966e-06,2.29154,257.398,66124.2,25562.4,7.10966e-06,-8.3048e-05
9.96e-07,7.13265e-06,2.30724,257.175,65429.8,24896.4,7.13265e-06,-8.38365e-05
1.006e-06,7.1558e-06,2.32279,256.961,64742.6,24233.5,7.1558e-06,-8.46092e-05
1.016e-06,7.17911e-06,2.33819,256.756,64062.7,23573.5,7.17911e-06,-8.53662e-05
1.026e-06,7.20257e-06,2.35346,256.559,63390.1,22916.7,7.20257e-06,-8.61077e-05
1.036e-06,7.22618e-06,2.3686,256.371,62724.5,22263,7.22618e-06,-8.68338e-05
1.046e-06,7.24994e-06,2.38361,256.192,62066.1,21612.3,7.24994e-06,-8.75447e-05
1.056e-06,7.27385e-06,2.39851,256.02,61414.8,20964.9,7.27385e-06,-8.82406e-05
1.066e-06,7.29791e-06,2.4133,255.857,60770.4,20320.6,7.29791e-06,-8.89216e-05
1.076e-06,7.32211e-06,2.42798,255.702,60133,19679.5,7.32211e-06,-8.9588e-05
1.086e-06,7.34647e-06,2.44257,255.554,59502.4,19041.6,7.34647e-06,-9.024e-05
1.096e-06,7.37097e-06,2.45706,255.414,58878.7,18406.9,7.37097e-06,-9.08778e-05
1.106e-06,7.39561e-06,2.47146,255.282,58261.7,17775.6,7.39561e-06,-9.15017e-05
1.116e-06,7.42039e-06,2.48578,255.157,57651.3,17147.5,7.42039e-06,-9.21117e-05
1.126e-06,7.44532e-06,2.50002,255.039,57047.6,16522.8,7.44532e-06,-9.27082e-05
1.136e-06,7.4704e-06,2.51418,254.928,56450.4,15901.4,7.4704e-06,-9.32914e-05
1.146e-06,7.49561e-06,2.52828,254.824,55859.7,15283.4,7.49561e-06,-9.38616e-05
1.156e-06,7.52096e-06,2.54231,254.726,55275.3,14668.8,7.52096e-06,-9.44189e-05
1.166e-06,7.54645e-06,2.55627,254.635,54697.3,14057.6,7.54645e-06,-9.49635e-05
1.176e-06,7.57209e-06,2.57018,254.55,54125.5,13449.8,7.57209e-06,-9.54959e-05
1.186e-06,7.59786e-06,2.58404,254.472,53559.9,12845.5,7.59786e-06,-9.6016e-05
1.196e-06,7.62377e-06,2.59784,254.399,53000.4,12244.7,7.62377e-06,-9.65243e-05
1.206e-06,7.64981e-06,2.6116,254.332,52446.9,11647.4,7.64981e-06,-9.7021e-05
1.216e-06,7.676e-06,2.62531,254.271,51899.4,11053.7,7.676e-06,-9.75062e-05
1.226e-06,7.70232e-06,2.63897,254.216,51357.8,10463.5,7.70232e-06,-9.79802e-05
1.236e-06,7.72878e-06,2.6526,254.165,50822,9876.95,7.72878e-06,-9.84433e-05
1.246e-06,7.75537e-06,2.66619,254.121,50292,9293.98,7.75537e-06,-9.88956e-05
1.256e-06,7.7821e-06,2.67975,254.081,49767.6,8714.64,7.7821e-06,-9.93374e-05
1.266e-06,7.80897e-06,2.69327,254.046,49248.9,8138.95,7.80897e-06,-9.9769e-05
1.276e-06,7.83597e-06,2.70676,254.016,48735.7,7566.95,7.83597e-06,-0.000100191
1.286e-06,7.8631e-06,2.72022,253.991,48227.9,6998.64,7.8631e-06,-0.000100602
1.296e-06,7.89037e-06,2.73366,253.97,47725.6,6434.06,7.89037e-06,-0.000101004
1.306e-06,7.91777e-06,2.74707,253.954,47228.7,5873.22,7.91777e-06,-0.000101397
1.316e-06,7.94531e-06,2.76045,253.942,46737,5316.16,7.94531e-06,-0.00010178
1.326e-06,7.97298e-06,2.77381,253.935,46250.5,4762.88,7.97298e-06,-0.000102155
1.336e-06,8.00079e-06,2.78715,253.931,45769.2,4213.42,8.00079e-06,-0.000102521
1.346e-06,8.02873e-06,2.80047,253.931,45293.1,3667.79,8.02873e-06,-0.000102878
1.356e-06,8.0568e-06,2.81376,253.936,44821.9,3126.01,8.0568e-06,-0.000103226
1.366e-06,8.085e-06,2.82704,253.944,44355.7,2588.11,8.085e-06,-0.000103567
1.376e-06,8.11334e-06,2.8403,253.955,43894.5,2054.11,8.11334e-06,-0.000103899
1.386e-06,8.14181e-06,2.85353,253.97,43438.1,1524.03,8.14181e-06,-0.000104224
1.396e-06,8.17041e-06,2.86675,253.988,42986.5,997.888,8.17041e-06,-0.000104541
1.406e-06,8.19914e-06,2.87996,254.01,42539.7,475.707,8.19914e-06,-0.000104851
1.416e-06,8.22801e-06,2.89314,254.035,42097.6,-42.4928,8.22801e-06,-0.000105153
1.426e-06,8.25701e-06,2.90631,254.063,41660.1,-556.691,8.25701e-06,-0.000105448
1.436e-06,8.28613e-06,2.91946,254.094,41227.3,-1066.87,8.28613e-06,-0.000105735
1.446e-06,8.31539e-06,2.93259,254.128,40798.9,-1573,8.31539e-06,-0.000106016
1.456e-06,8.34479e-06,2.9457,254.165,40375.1,-2075.07,8.34479e-06,-0.000106291
1.466e-06,8.37431e-06,2.9588,254.205,39955.7,-2573.06,8.37431e-06,-0.000106559
1.476e-06,8.40396e-06,2.97188,254.247,39540.8,-3066.95,8.40396e-06,-0.00010682
1.486e-06,8.43375e-06,2.98494,254.292,39130.1,-3556.71,8.43375e-06,-0.000107075
1.496e-06,8.46366e-06,2.99798,254.339,38723.8,-4042.34,8.46366e-06,-0.000107323
1.506e-06,8.49371e-06,3.011,254.389,38321.8,-4523.8,8.49371e-06,-0.000107566
1.516e-06,8.52388e-06,3.024,254.441,37923.9,-5001.09,8.52388e-06,-0.000107803
1.526e-06,8.55419e-06,3.03698,254.496,37530.2,-5474.18,8.55419e-06,-0.000108034
1.536e-06,8.58462e-06,3.04994,254.552,37140.7,-5943.05,8.58462e-06,-0.000108259
1.546e-06,8.61518e-06,3.06287,254.611,36755.2,-6407.69,8.61518e-06,-0.000108479
1.556e-06,8.64588e-06,3.07579,254.672,36373.8,-6868.08,8.64588e-06,-0.000108693
1.566e-06,8.6767e-06,3.08868,254.736,35996.4,-7324.19,8.6767e-06,-0.000108901
1.576e-06,8.70765e-06,3.10154,254.801,35623,-7776.02,8.70765e-06,-0.000109104
1.586e-06,8.73873e-06,3.11438,254.868,35253.4,-8223.54,8.73873e-06,-0.000109303
1.596e-06,8.76994e-06,3.1272,254.937,34887.8,-8666.73,8.76994e-06,-0.000109495
1.606e-06,8.80127e-06,3.13998,255.007,34526,-9105.58,8.80127e-06,-0.000109683
1.616e-06,8.83274e-06,3.15274,255.08,34168,-9540.07,8.83274e-06,-0.000109866
1.626e-06,8.86433e-06,3.16547,255.154,33813.7,-9970.18,8.86433e-06,-0.000110044
1.636e-06,8.89605e-06,3.17816,255.23,33463.2,-10395.9,8.89605e-06,-0.000110217
1.646e-06,8.92789e-06,3.19083,255.308,33116.4,-10817.2,8.92789e-06,-0.000110385
1.656e-06,8.95986e-06,3.20346,255.387,32773.3,-11234.1,8.95986e-06,-0.000110549
1.666e-06,8.99196e-06,3.21606,255.467,32433.7,-11646.5,8.99196e-06,-0.000110708
1.676e-06,9.02418e-06,3.22862,255.55,32097.8,-12054.5,9.02418e-06,-0.000110862
1.686e-06,9.05653e-06,3.24115,255.633,31765.4,-12458,9.05653e-06,-0.000111012
1.696e-06,9.08901e-06,3.25363,255.718,31436.6,-12857,9.08901e-06,-0.000111157
1.706e-06,9.12161e-06,3.26608,255.805,31111.2,-13251.5,9.12161e-06,-0.000111298
1.716e-06,9.15433e-06,3.27849,255.893,30789.3,-13641.5,9.15433e-06,-0.000111435
1.726e-06,9.18718e-06,3.29086,255.982,30470.8,-14027,9.18718e-06,-0.000111567
1.736e-06,9.22015e-06,3.30318,256.072,30155.7,-14407.8,9.22015e-06,-0.000111695
1.746e-06,9.25324e-06,3.31545,256.164,29843.9,-14784.2,9.25324e-06,-0.000111818
1.756e-06,9.28645e-06,3.32769,256.257,29535.5,-15155.9,9.28645e-06,-0.000111937
1.766e-06,9.31979e-06,3.33987,256.351,29230.4,-15523,9.31979e-06,-0.000112053
1.776e-06,9.35325e-06,3.35201,256.447,28928.5,-15885.6,9.35325e-06,-0.000112163
1.786e-06,9.38683e-06,3.36409,256.543,28629.8,-16243.5,9.38683e-06,-0.00011227
1.796e-06,9.42053e-06,3.37612,256.641,28334.4,-16596.7,9.42053e-06,-0.000112373
1.806e-06,9.45435e-06,3.3881,256.739,28042.1,-16945.3,9.45435e-06,-0.000112472
1.816e-06,9.4883e-06,3.40003,256.839,27753,-17289.2,9.4883e-06,-0.000112566
1.826e-06,9.52235e-06,3.4119,256.94,27467,-17628.5,9.52235e-06,-0.000112657
1.836e-06,9.55653e-06,3.42371,257.042,27184.1,-17963,9.55653e-06,-0.000112743
1.846e-06,9.59083e-06,3.43546,257.144,26904.2,-18292.9,9.59083e-06,-0.000112826
1.856e-06,9.62524e-06,3.44715,257.248,26627.4,-18618,9.62524e-06,-0.000112905
1.866e-06,9.65977e-06,3.45878,257.353,26353.5,-18938.4,9.65977e-06,-0.000112979
1.876e-06,9.69442e-06,3.47035,257.458,26082.7,-19254,9.69442e-06,-0.00011305
1.886e-06,9.72918e-06,3.48185,257.565,25814.7,-19564.9,9.72918e-06,-0.000113117
1.896e-06,9.76405e-06,3.49328,257.672,25549.7,-19871,9.76405e-06,-0.00011318
1.906e-06,9.79904e-06,3.50465,257.781,25287.6,-20172.3,9.79904e-06,-0.000113239
1.916e-06,9.83415e-06,3.51595,257.89,25028.3,-20468.8,9.83415e-06,-0.000113294
1.926e-06,9.86936e-06,3.52717,258,24771.8,-20760.6,9.86936e-06,-0.000113345
1.936e-06,9.90469e-06,3.53833,258.11,24518.2,-21047.5,9.90469e-06,-0.000113393
1.946e-06,9.94013e-06,3.54941,258.222,24267.3,-21329.5,9.94013e-06,-0.000113436
1.956e-06,9.97568e-06,3.56041,258.334,24019.2,-21606.7,9.97568e-06,-0.000113476
1.966e-06,1.00113e-05,3.57134,258.447,23773.9,-21879.1,1.00113e-05,-0.000113512
1.976e-06,1.00471e-05,3.58219,258.561,23531.2,-22146.6,1.00471e-05,-0.000113544
1.986e-06,1.0083e-05,3.59296,258.675,23291.2,-22409.2,1.0083e-05,-0.000113572
1.996e-06,1.0119e-05,3.60365,258.791,23053.8,-22667,1.0119e-05,-0.000113597
2.006e-06,1.01551e-05,3.61426,258.906,22819.1,-22919.8,1.01551e-05,-0.000113617
2.016e-06,1.01912e-05,3.62478,259.023,22586.9,-23167.8,1.01912e-05,-0.000113634
2.026e-06,1.02275e-05,3.63522,259.14,22357.4,-23410.8,1.02275e-05,-0.000113647
2.036e-06,1.0264e-05,3.64557,259.258,22130.4,-23648.9,1.0264e-05,-0.000113657
2.046e-06,1.03005e-05,3.65583,259.376,21905.9,-23882.1,1.03005e-05,-0.000113662
2.056e-06,1.03371e-05,3.666,259.496,21683.9,-24110.3,1.03371e-05,-0.000113664
2.066e-06,1.03738e-05,3.67609,259.615,21464.4,-24333.6,1.03738e-05,-0.000113662
2.076e-06,1.04106e-05,3.68607,259.735,21247.3,-24551.9,1.04106e-05,-0.000113656
2.086e-06,1.04475e-05,3.69597,259.856,21032.6,-24765.3,1.04475e-05,-0.000113647
2.096e-06,1.04845e-05,3.70577,259.978,20820.4,-24973.6,1.04845e-05,-0.000113634
2.106e-06,1.05216e-05,3.71547,260.1,20610.5,-25177,1.05216e-05,-0.000113617
2.116e-06,1.05588e-05,3.72508,260.222,20403,-25375.4,1.05588e-05,-0.000113596
2.126e-06,1.05961e-05,3.73458,260.345,20197.8,-25568.8,1.05961e-05,-0.000113572
2.136e-06,1.06335e-05,3.74399,260.468,19995,-25757.2,1.06335e-05,-0.000113544
2.146e-06,1.0671e-05,3.75329,260.592,19794.4,-25940.5,1.0671e-05,-0.000113512
2.156e-06,1.07086e-05,3.76249,260.717,19596,-26118.9,1.07086e-05,-0.000113476
2.166e-06,1.07462e-05,3.77159,260.842,19400,-26292.2,1.07462e-05,-0.000113437
2.176e-06,1.0784e-05,3.78057,260.967,19206.1,-26460.5,1.0784e-05,-0.000113394
2.186e-06,1.08219e-05,3.78946,261.093,19014.4,-26623.7,1.08219e-05,-0.000113347
2.196e-06,1.08598e-05,3.79823,261.219,18824.9,-26781.9,1.08598e-05,-0.000113296
2.206e-06,1.08978e-05,3.80689,261.346,18637.5,-26935,1.08978e-05,-0.000113242
2.216e-06,1.09359e-05,3.81545,261.473,18452.3,-27083,1.09359e-05,-0.000113185
2.226e-06,1.09741e-05,3.82389,261.6,18269.2,-27226,1.09741e-05,-0.000113123
2.236e-06,1.10124e-05,3.83221,261.728,18088.1,-27363.9,1.10124e-05,-0.000113058
2.246e-06,1.10508e-05,3.84042,261.856,17909.1,-27496.7,1.10508e-05,-0.000112989
2.256e-06,1.10892e-05,3.84852,261.985,17732.2,-27624.5,1.10892e-05,-0.000112917
2.266e-06,1.11277e-05,3.8565,262.113,17557.3,-27747.1,1.11277e-05,-0.00011284
2.276e-06,1.11663e-05,3.86436,262.243,17384.4,-27864.7,1.11663e-05,-0.000112761
2.286e-06,1.1205e-05,3.8721,262.372,17213.4,-27977.1,1.1205e-05,-0.000112677
2.296e-06,1.12438e-05,3.87972,262.502,17044.4,-28084.5,1.12438e-05,-0.00011259
2.306e-06,1.12826e-05,3.88722,262.632,16877.4,-28186.7,1.12826e-05,-0.0001125
2.316e-06,1.13215e-05,3.8946,262.765,16712.4,-28283.8,1.12838e-05,-0.00011277
2.326e-06,1.13605e-05,3.90185,262.905,16549.8,-28375.9,1.12838e-05,-0.000113025
2.336e-06,1.13996e-05,3.90898,263.051,16389.4,-28462.7,1.12838e-05,-0.000113254
2.346e-06,1.14387e-05,3.91598,263.203,16231.1,-28544.5,1.12838e-05,-0.000113458
2.356e-06,1.14779e-05,3.92286,263.36,16074.9,-28621.2,1.12838e-05,-0.000113638
2.366e-06,1.15172e-05,3.92961,263.522,15920.9,-28692.7,1.12838e-05,-0.000113796
2.376e-06,1.15565e-05,3.93624,263.688,15768.8,-28759,1.12838e-05,-0.000113932
2.386e-06,1.15959e-05,3.94273,263.858,15618.7,-28820.3,1.12838e-05,-0.000114046
2.396e-06,1.16353e-05,3.94909,264.032,15470.5,-28876.4,1.12838e-05,-0.000114141
2.406e-06,1.16749e-05,3.95533,264.21,15324.2,-28927.4,1.12838e-05,-0.000114217
2.416e-06,1.17144e-05,3.96143,264.391,15179.8,-28973.2,1.12838e-05,-0.000114274
2.426e-06,1.17541e-05,3.9674,264.575,15037.1,-29013.8,1.12838e-05,-0.000114313
2.436e-06,1.17938e-05,3.97324,264.761,14896.3,-29049.4,1.12838e-05,-0.000114336
2.446e-06,1.18336e-05,3.97894,264.95,14757.1,-29079.8,1.12838e-05,-0.000114342
2.456e-06,1.18734e-05,3.98451,265.141,14619.7,-29105,1.12838e-05,-0.000114333
2.466e-06,1.19132e-05,3.98994,265.334,14483.9,-29125.1,1.12838e-05,-0.00011431
2.476e-06,1.19532e-05,3.99523,265.529,14349.8,-29140,1.12838e-05,-0.000114271
2.486e-06,1.19931e-05,4.00039,265.725,14217.2,-29149.8,1.12838e-05,-0.00011422
2.496e-06,1.20332e-05,4.00541,265.923,14086.3,-29154.4,1.12838e-05,-0.000114155
2.506e-06,1.20733e-05,4.01028,266.121,13956.9,-29153.9,1.12838e-05,-0.000114078
2.516e-06,1.21134e-05,4.01502,266.321,13829,-29148.3,1.12838e-05,-0.000113989
2.526e-06,1.21536e-05,4.01961,266.522,13702.6,-29137.5,1.12838e-05,-0.000113888
2.536e-06,1.21938e-05,4.02406,266.723,13577.7,-29121.5,1.12838e-05,-0.000113777
2.546e-06,1.2234e-05,4.02837,266.925,13454.3,-29100.4,1.12838e-05,-0.000113655
2.556e-06,1.22743e-05,4.03253,267.127,13332.2,-29074.1,1.12838e-05,-0.000113523
2.566e-06,1.23147e-05,4.03654,267.329,13211.6,-29042.7,1.12838e-05,-0.000113381
2.576e-06,1.23551e-05,4.04041,267.532,13092.4,-29006.1,1.12838e-05,-0.00011323
2.586e-06,1.23955e-05,4.04413,267.735,12974.6,-28964.4,1.12838e-05,-0.00011307
2.596e-06,1.24359e-05,4.04771,267.938,12858.1,-28917.6,1.12838e-05,-0.000112901
2.606e-06,1.24764e-05,4.05113,268.14,12742.9,-28865.6,1.12838e-05,-0.000112724
2.616e-06,1.2517e-05,4.0544,268.343,12629,-28808.4,1.12838e-05,-0.00011254
2.626e-06,1.25575e-05,4.05753,268.545,12516.5,-28746.2,1.12838e-05,-0.000112347
2.636e-06,1.25981e-05,4.0605,268.747,12405.2,-28678.8,1.12838e-05,-0.000112148
2.646e-06,1.26387e-05,4.06331,268.948,12295.1,-28606.2,1.12838e-05,-0.000111941
2.656e-06,1.26794e-05,4.06598,269.149,12186.4,-28528.6,1.12838e-05,-0.000111728
2.666e-06,1.27201e-05,4.06849,269.349,12078.8,-28445.8,1.12838e-05,-0.000111508
2.676e-06,1.27608e-05,4.07084,269.548,11972.5,-28357.9,1.12838e-05,-0.000111282
2.686e-06,1.28015e-05,4.07304,269.747,11867.3,-28264.8,1.12838e-05,-0.000111049
2.696e-06,1.28422e-05,4.07508,269.945,11763.4,-28166.7,1.12838e-05,-0.000110812
2.706e-06,1.2883e-05,4.07697,270.143,11660.6,-28063.4,1.12838e-05,-0.000110568
2.716e-06,1.29238e-05,4.07869,270.339,11558.9,-27955,1.12838e-05,-0.000110319
2.726e-06,1.29646e-05,4.08026,270.535,11458.4,-27841.6,1.12838e-05,-0.000110065
2.736e-06,1.30054e-05,4.08167,270.729,11359.1,-27723,1.12838e-05,-0.000109805
2.746e-06,1.30462e-05,4.08292,270.923,11260.8,-27599.3,1.12838e-05,-0.000109541
2.756e-06,1.3087e-05,4.084,271.116,11163.7,-27470.6,1.12838e-05,-0.000109272
2.766e-06,1.31279e-05,4.08492,271.307,11067.6,-27336.7,1.12838e-05,-0.000108999
2.776e-06,1.31687e-05,4.08569,271.498,10972.6,-27197.8,1.12838e-05,-0.000108721
2.786e-06,1.32096e-05,4.08628,271.688,10878.7,-27053.8,1.12838e-05,-0.000108438
