t_s,R_m,U_m_s,T_g_K,p_g_pa,p_inf_pa,delta_T_m,Q_out_W
7.26129e-06,1.32677e-05,-1.613,291.063,11501.9,230340,1.12838e-05,-1.06386e-05
7.27129e-06,1.32507e-05,-1.78911,291.955,11581.7,230460,1.12838e-05,-6.07587e-06
7.28129e-06,1.32319e-05,-1.96612,292.85,11666.7,230575,1.12838e-05,-1.52243e-06
7.29129e-06,1.32114e-05,-2.14413,293.749,11757.2,230685,1.12838e-05,3.025e-06
7.30129e-06,1.31891e-05,-2.32323,294.653,11853.4,230789,1.12838e-05,7.56978e-06
7.31129e-06,1.31649e-05,-2.50353,295.564,11955.6,230889,1.12838e-05,1.21153e-05
7.32129e-06,1.3139e-05,-2.68511,296.484,12064,230983,1.12838e-05,1.6665e-05
7.33129e-06,1.31112e-05,-2.86808,297.414,12178.9,231072,1.12838e-05,2.12225e-05
7.34129e-06,1.30816e-05,-3.05257,298.355,12300.5,231157,1.12838e-05,2.57912e-05
7.35129e-06,1.30502e-05,-3.23866,299.31,12429.3,231236,1.12838e-05,3.03749e-05
7.36129e-06,1.30168e-05,-3.4265,300.279,12565.6,231310,1.12838e-05,3.49773e-05
7.37129e-06,1.29816e-05,-3.61618,301.266,12709.8,231378,1.12838e-05,3.96022e-05
7.38129e-06,1.29445e-05,-3.80785,302.271,12862.2,231442,1.12838e-05,4.42533e-05
7.39129e-06,1.29055e-05,-4.00162,303.297,13023.4,231501,1.12838e-05,4.89348e-05
7.40129e-06,1.28645e-05,-4.19765,304.346,13193.8,231554,1.12838e-05,5.36506e-05
7.41129e-06,1.28215e-05,-4.39607,305.42,13373.9,231602,1.12838e-05,5.84049e-05
7.42129e-06,1.27765e-05,-4.59703,306.521,13564.3,231645,1.12838e-05,6.3202e-05
7.43129e-06,1.27295e-05,-4.8007,307.653,13765.7,231683,1.12838e-05,6.80462e-05
7.44129e-06,1.26805e-05,-5.00724,308.817,13978.7,231716,1.12838e-05,7.2942e-05
7.45129e-06,1.26294e-05,-5.21683,310.016,14204.1,231744,1.12838e-05,7.78941e-05
7.46129e-06,1.25762e-05,-5.42965,311.254,14442.7,231766,1.12838e-05,8.29072e-05
7.47129e-06,1.25208e-05,-5.6459,312.533,14695.3,231784,1.12838e-05,8.79865e-05
7.48129e-06,1.24632e-05,-5.86579,313.858,14963,231796,1.12838e-05,9.31369e-05
7.49129e-06,1.24035e-05,-6.08955,315.231,15246.8,231803,1.12838e-05,9.83638e-05
7.50129e-06,1.23414e-05,-6.31741,316.657,15547.9,231805,1.12838e-05,0.000103673
7.51129e-06,1.22771e-05,-6.54962,318.141,15867.6,231802,1.12838e-05,0.00010907
7.52129e-06,1.22104e-05,-6.78645,319.687,16207.4,231793,1.12838e-05,0.00011456
7.53129e-06,1.21414e-05,-7.0282,321.299,16568.7,231780,1.12838e-05,0.000120151
7.54129e-06,1.20698e-05,-7.27517,322.985,16953.5,231761,1.12838e-05,0.000125849
7.55129e-06,1.19958e-05,-7.52769,324.749,17363.5,231737,1.12838e-05,0.000131661
7.56129e-06,1.19193e-05,-7.78613,326.576,17799.9,231708,1.10665e-05,0.000140203
7.57129e-06,1.18401e-05,-8.05087,328.448,18263.6,231674,1.08468e-05,0.000149055
7.58129e-06,1.17582e-05,-8.32233,330.371,18756.9,231635,1.06315e-05,0.000158147
7.59129e-06,1.16736e-05,-8.60097,332.35,19282.5,231590,1.04202e-05,0.000167496
7.60129e-06,1.15862e-05,-8.88728,334.392,19843.6,231541,1.02125e-05,0.000177122
7.61129e-06,1.14958e-05,-9.18179,336.504,20443.4,231486,1.00081e-05,0.000187044
7.62129e-06,1.14025e-05,-9.4851,338.695,21086,231426,9.80673e-06,0.000197288
7.63129e-06,1.13061e-05,-9.79784,340.973,21775.5,231361,9.60808e-06,0.00020788
7.64129e-06,1.12065e-05,-10.1207,343.349,22517.1,231291,9.41185e-06,0.00021885
7.65129e-06,1.11037e-05,-10.4545,345.833,23316.2,231216,9.21778e-06,0.000230231
7.66129e-06,1.09974e-05,-10.8,348.439,24179.5,231135,9.02562e-06,0.000242059
7.67129e-06,1.08876e-05,-11.1583,351.178,25114.3,231050,8.83512e-06,0.000254376
7.68129e-06,1.07742e-05,-11.5303,354.068,26129.3,230959,8.64604e-06,0.000267228
7.69129e-06,1.0657e-05,-11.9172,357.126,27234.3,230864,8.45815e-06,0.000280666
7.70129e-06,1.05358e-05,-12.3202,360.371,28441,230763,8.27121e-06,0.000294749
7.71129e-06,1.04105e-05,-12.741,363.826,29763.1,230657,8.08499e-06,0.00030954
7.72129e-06,1.02809e-05,-13.181,367.517,31216.4,230546,7.89927e-06,0.000325114
7.73129e-06,1.01468e-05,-13.6421,371.473,32820.2,230429,7.71382e-06,0.000341554
7.74129e-06,1.0008e-05,-14.1264,375.728,34597,230308,7.52839e-06,0.000358954
7.75129e-06,9.86419e-06,-14.6363,380.323,36574.2,230182,7.34277e-06,0.000377422
7.76129e-06,9.71516e-06,-15.1746,385.303,38784.8,230050,7.15669e-06,0.000397082
7.77129e-06,9.5606e-06,-15.7442,390.723,41269.2,229914,6.9699e-06,0.000418077
7.78129e-06,9.40016e-06,-16.349,396.648,44077.3,229772,6.78215e-06,0.000440573
7.79129e-06,9.23349e-06,-16.9931,403.154,47270.8,229626,6.59314e-06,0.000464763
7.80129e-06,9.06015e-06,-17.6814,410.335,50927.8,229474,6.40258e-06,0.000490874
7.81129e-06,8.87969e-06,-18.4198,418.302,55147.2,229317,6.21014e-06,0.000519177
7.82129e-06,8.69157e-06,-19.2154,427.194,60057,229155,6.01547e-06,0.000549991
7.83129e-06,8.49517e-06,-20.0764,437.181,65823.9,228988,5.8182e-06,0.000583705
7.84129e-06,8.28979e-06,-21.013,448.477,72670,228816,5.61788e-06,0.000620787
7.85129e-06,8.07461e-06,-22.0376,461.353,80895,228639,5.41406e-06,0.000661816
7.86129e-06,7.84869e-06,-23.1657,476.16,90912.6,228457,5.2062e-06,0.00070751
7.87129e-06,7.61089e-06,-24.4165,493.356,103306,228270,4.99368e-06,0.000758771
7.88129e-06,7.35987e-06,-25.8146,513.553,118922,228078,4.77581e-06,0.000816757
7.89129e-06,7.094e-06,-27.3917,537.584,139019,227881,4.55178e-06,0.000882971
7.90129e-06,6.8113e-06,-29.1895,566.617,165547,227679,4.32063e-06,0.000959402
7.91129e-06,6.50929e-06,-31.2635,602.331,201642,227472,4.08125e-06,0.00104875
7.92129e-06,6.18486e-06,-33.6898,647.232,252610,227260,3.83231e-06,0.00115474
7.93129e-06,5.83398e-06,-36.5733,705.213,327981,227043,3.57228e-06,0.00128272
7.94129e-06,5.45139e-06,-40.0611,782.642,446198,226821,3.29942e-06,0.00144047
7.95129e-06,5.03008e-06,-44.3552,890.606,646456,226594,3.01204e-06,0.00163975
7.96129e-06,4.56077e-06,-49.701,1049.94,1.02276e+06,226363,2.70945e-06,0.00189825
7.97129e-06,4.03213e-06,-56.194,1303.44,1.83852e+06,226126,2.39589e-06,0.00223992
7.97852e-06,3.60861e-06,-60.9905,1594.81,3.14048e+06,225952,2.17562e-06,0.00254552
7.98426e-06,3.25059e-06,-63.1369,1937.26,5.2244e+06,225811,2.02948e-06,0.00279675
7.98933e-06,2.93469e-06,-60.232,2350.89,8.62676e+06,225686,1.9743e-06,0.00293283
7.99441e-06,2.65863e-06,-45.8673,2839.9,1.40404e+07,225560,2.15339e-06,0.00273126
7.99823e-06,2.5233e-06,-23.3344,3137.87,1.81664e+07,225464,2.5233e-06,0.00234527
8.00187e-06,2.48816e-06,4.33686,3212.85,1.94063e+07,225371,2.48816e-06,0.00237356
8.00578e-06,2.55889e-06,30.4207,3021.17,1.67658e+07,225272,2.55889e-06,0.00228077
8.00956e-06,2.70624e-06,45.9472,2683.74,1.2576e+07,225174,2.17069e-06,0.00263525
8.01428e-06,2.94592e-06,53.9889,2242.71,8.13561e+06,225052,2.08931e-06,0.00264581
8.01872e-06,3.19028e-06,55.25,1892.78,5.40055e+06,224936,2.14928e-06,0.00247495
8.02409e-06,3.48314e-06,53.4538,1567.01,3.43236e+06,224794,2.28319e-06,0.0022116
8.03082e-06,3.83027e-06,49.6832,1273.57,2.09629e+06,224615,2.48345e-06,0.00189235
8.03965e-06,4.24652e-06,44.656,1012.22,1.2219e+06,224376,2.75818e-06,0.00153604
8.04965e-06,4.66794e-06,39.7888,815.983,741293,224101,3.06357e-06,0.00121498
8.05965e-06,5.04532e-06,35.8245,681.071,489890,223821,3.3566e-06,0.000961182
8.06965e-06,5.38683e-06,32.5824,583.567,344816,223536,3.63681e-06,0.000757099
8.07965e-06,5.69881e-06,29.8922,510.446,254707,223246,3.90533e-06,0.000590399
8.08965e-06,5.98608e-06,27.624,454.081,195483,222952,4.16364e-06,0.000452516
8.09965e-06,6.25238e-06,25.6829,409.719,154783,222653,4.41312e-06,0.000337372
8.10965e-06,6.5006e-06,23.9995,374.248,125791,222349,4.65501e-06,0.000240535
8.11965e-06,6.73305e-06,22.5223,345.543,104519,222040,4.8904e-06,0.000158685
8.12965e-06,6.9516e-06,21.2128,322.099,88521.2,221726,5.12021e-06,8.92695e-05
8.13965e-06,7.15777e-06,20.0414,302.822,76234.7,221408,5.34527e-06,3.02879e-05
8.14965e-06,7.35281e-06,18.9851,286.892,66626.1,221085,5.56628e-06,-1.98604e-05
8.15965e-06,7.53779e-06,18.0259,273.685,58992.3,220757,5.78387e-06,-6.24755e-05
8.16965e-06,7.71361e-06,17.1493,262.716,52842.5,220425,5.99861e-06,-9.8628e-05
8.17965e-06,7.88102e-06,16.3437,253.603,47826.6,220087,6.211e-06,-0.00012921
8.18965e-06,8.04068e-06,15.5994,246.039,43689.8,219745,6.42151e-06,-0.000154971
8.19965e-06,8.19318e-06,14.9088,239.776,40243.6,219399,6.63056e-06,-0.000176549
8.20965e-06,8.33902e-06,14.2651,234.611,37346.3,219048,6.83857e-06,-0.000194488
8.21965e-06,8.47862e-06,13.6629,230.377,34890.1,218692,7.0459e-06,-0.000209254
8.22965e-06,8.6124e-06,13.0975,226.933,32791.5,218331,7.25292e-06,-0.000221251
8.23965e-06,8.74068e-06,12.5649,224.165,30985.8,217966,7.45998e-06,-0.00023083
8.24965e-06,8.86379e-06,12.0618,221.973,29421.8,217596,7.66741e-06,-0.000238295
8.25965e-06,8.98201e-06,11.5852,220.274,28058.7,217222,7.87555e-06,-0.000243913
8.26965e-06,9.09557e-06,11.1324,218.997,26864,216843,8.08473e-06,-0.000247917
8.27965e-06,9.20473e-06,10.7013,218.083,25811.2,216460,8.29529e-06,-0.00025051
8.28965e-06,9.30967e-06,10.29,217.478,24878.9,216072,8.50756e-06,-0.000251873
8.29965e-06,9.41059e-06,9.8966,217.139,24049.4,215679,8.72189e-06,-0.000252162
8.30965e-06,9.50765e-06,9.51966,217.028,23308.2,215282,8.93863e-06,-0.000251518
8.31965e-06,9.60103e-06,9.1578,217.111,22643.3,214881,9.15816e-06,-0.000250062
8.32965e-06,9.69086e-06,8.80982,217.359,22044.6,214475,9.38086e-06,-0.000247903
8.33965e-06,9.77727e-06,8.47461,217.748,21503.6,214064,9.60713e-06,-0.000245135
8.34965e-06,9.86039e-06,8.15121,218.257,21013.2,213649,9.83742e-06,-0.000241842
8.35965e-06,9.94033e-06,7.83872,218.889,20569.6,213230,9.94033e-06,-0.000241183
8.36965e-06,1.00172e-05,7.53637,219.665,20170.9,212806,1.00172e-05,-0.000240509
8.37965e-06,1.00911e-05,7.24342,220.567,19812.1,212378,1.00911e-05,-0.000239308
8.38965e-06,1.01621e-05,6.95923,221.58,19488.7,211945,1.01621e-05,-0.000237629
8.39965e-06,1.02303e-05,6.6832,222.688,19197,211508,1.02303e-05,-0.00023552
8.40965e-06,1.02958e-05,6.41478,223.879,18933.7,211067,1.02958e-05,-0.000233021
8.41965e-06,1.03586e-05,6.15347,225.141,18696,210621,1.03586e-05,-0.000230171
8.42965e-06,1.04189e-05,5.89881,226.464,18481.4,210171,1.04189e-05,-0.000227006
8.43965e-06,1.04766e-05,5.65037,227.839,18287.8,209717,1.04766e-05,-0.00022356
8.44965e-06,1.05319e-05,5.40776,229.256,18113.3,209258,1.05319e-05,-0.000219861
8.45965e-06,1.05848e-05,5.17063,230.71,17956.3,208796,1.05848e-05,-0.000215937
8.46965e-06,1.06353e-05,4.93862,232.194,17815.3,208329,1.06353e-05,-0.000211813
8.47965e-06,1.06836e-05,4.71144,233.701,17689.1,207857,1.06836e-05,-0.000207514
8.48965e-06,1.07296e-05,4.48878,235.226,17576.5,207382,1.07296e-05,-0.000203059
8.49965e-06,1.07734e-05,4.27037,236.766,17476.7,206902,1.07734e-05,-0.000198467
8.50965e-06,1.0815e-05,4.05597,238.316,17388.7,206418,1.0815e-05,-0.000193758
8.51965e-06,1.08545e-05,3.84533,239.872,17311.9,205930,1.08545e-05,-0.000188946
8.52965e-06,1.08919e-05,3.63823,241.432,17245.5,205438,1.08919e-05,-0.000184045
8.53965e-06,1.09273e-05,3.43445,242.993,17189,204942,1.09273e-05,-0.00017907
8.54965e-06,1.09606e-05,3.23381,244.553,17141.9,204442,1.09606e-05,-0.000174032
8.55965e-06,1.0992e-05,3.0361,246.109,17103.8,203937,1.0992e-05,-0.000168942
8.56965e-06,1.10213e-05,2.84116,247.66,17074.3,203429,1.10213e-05,-0.000163808
8.57965e-06,1.10488e-05,2.64882,249.204,17053,202917,1.10488e-05,-0.000158641
8.58965e-06,1.10743e-05,2.45892,250.741,17039.8,202400,1.10743e-05,-0.000153447
8.59965e-06,1.1098e-05,2.2713,252.269,17034.2,201880,1.1098e-05,-0.000148233
8.60965e-06,1.11198e-05,2.08583,253.788,17036.3,201355,1.11198e-05,-0.000143006
8.61965e-06,1.11397e-05,1.90235,255.297,17045.7,200827,1.11397e-05,-0.00013777
8.62965e-06,1.11578e-05,1.72075,256.796,17062.4,200295,1.11578e-05,-0.000132531
8.63965e-06,1.11741e-05,1.54089,258.284,17086.2,199758,1.11741e-05,-0.000127292
8.64965e-06,1.11886e-05,1.36265,259.761,17117.2,199218,1.11886e-05,-0.000122056
8.65965e-06,1.12014e-05,1.18592,261.228,17155.1,198674,1.12014e-05,-0.000116827
8.66965e-06,1.12124e-05,1.01057,262.684,17200.1,198127,1.12124e-05,-0.000111607
8.67965e-06,1.12216e-05,0.836511,264.13,17252.1,197575,1.12216e-05,-0.000106397
8.68965e-06,1.12291e-05,0.663623,265.567,17311.2,197019,1.12291e-05,-0.000101199
8.69965e-06,1.12349e-05,0.491806,266.993,17377.4,196460,1.12349e-05,-9.60144e-05
8.70965e-06,1.12389e-05,0.320959,268.411,17450.7,195897,1.12389e-05,-9.08436e-05
8.71965e-06,1.12413e-05,0.150983,269.82,17531.3,195331,1.12413e-05,-8.56869e-05
8.72965e-06,1.1242e-05,-0.0182181,271.221,17619.2,194760,1.1242e-05,-8.05444e-05
8.73965e-06,1.12409e-05,-0.186739,272.616,17714.6,194186,1.12409e-05,-7.54158e-05
8.74965e-06,1.12382e-05,-0.354672,274.004,17817.7,193608,1.12382e-05,-7.03006e-05
8.75965e-06,1.12338e-05,-0.522109,275.387,17928.6,193027,1.12338e-05,-6.51979e-05
8.76965e-06,1.12278e-05,-0.689142,276.765,18047.5,192442,1.12278e-05,-6.01067e-05
8.77965e-06,1.12201e-05,-0.85586,278.14,18174.7,191853,1.12201e-05,-5.50257e-05
8.78965e-06,1.12107e-05,-1.02235,279.512,18310.3,191261,1.12107e-05,-4.99535e-05
8.79965e-06,1.11996e-05,-1.18871,280.883,18454.6,190665,1.11996e-05,-4.48883e-05
8.80965e-06,1.11869e-05,-1.35502,282.253,18608,190066,1.11869e-05,-3.98283e-05
8.81965e-06,1.11725e-05,-1.52137,283.624,18770.7,189463,1.11725e-05,-3.47714e-05
8.82965e-06,1.11565e-05,-1.68785,284.998,18943.1,188857,1.11565e-05,-2.97153e-05
8.83965e-06,1.11388e-05,-1.85456,286.375,19125.6,188247,1.11388e-05,-2.46576e-05
8.84965e-06,1.11194e-05,-2.02158,287.756,19318.5,187634,1.11194e-05,-1.95956e-05
8.85965e-06,1.10983e-05,-2.189,289.144,19522.3,187018,1.10983e-05,-1.45267e-05
8.86965e-06,1.10756e-05,-2.35692,290.539,19737.6,186398,1.10756e-05,-9.44792e-06
8.87965e-06,1.10512e-05,-2.52543,291.944,19964.7,185775,1.10512e-05,-4.35608e-06
8.88965e-06,1.10251e-05,-2.69463,293.359,20204.3,185148,1.10251e-05,7.52055e-07
8.89965e-06,1.09973e-05,-2.86462,294.786,20457,184518,1.09973e-05,5.87994e-06
8.90965e-06,1.09678e-05,-3.03551,296.228,20723.4,183885,1.09678e-05,1.10312e-05
8.91965e-06,1.09366e-05,-3.20738,297.686,21004.2,183248,1.09366e-05,1.62096e-05
8.92965e-06,1.09036e-05,-3.38036,299.162,21300.3,182609,1.09036e-05,2.14192e-05
8.93965e-06,1.0869e-05,-3.55455,300.659,21612.3,181966,1.0869e-05,2.66641e-05
8.94965e-06,1.08325e-05,-3.73007,302.177,21941.4,181320,1.08325e-05,3.19487e-05
8.95965e-06,1.07944e-05,-3.90703,303.72,22288.3,180670,1.07944e-05,3.72777e-05
8.96965e-06,1.07544e-05,-4.08555,305.29,22654.2,180018,1.07544e-05,4.26558e-05
8.97965e-06,1.07126e-05,-4.26578,306.889,23040.2,179362,1.07126e-05,4.80882e-05
8.98965e-06,1.06691e-05,-4.44783,308.521,23447.6,178704,1.06691e-05,5.35801e-05
8.99965e-06,1.06237e-05,-4.63185,310.187,23877.9,178042,1.06237e-05,5.91372e-05
9.00965e-06,1.05764e-05,-4.81798,311.892,24332.3,177378,1.05764e-05,6.47654e-05
9.01965e-06,1.05273e-05,-5.00638,313.638,24812.7,176710,1.05273e-05,7.0471e-05
9.02965e-06,1.04763e-05,-5.1972,315.43,25320.8,176039,1.04763e-05,7.62604e-05
9.03965e-06,1.04234e-05,-5.39062,317.269,25858.5,175366,1.04234e-05,8.21407e-05
9.04965e-06,1.03685e-05,-5.58682,319.162,26428.1,174689,1.03685e-05,8.81192e-05
9.05965e-06,1.03116e-05,-5.78597,321.111,27031.9,174010,1.03116e-05,9.42038e-05
9.06965e-06,1.02527e-05,-5.98829,323.122,27672.5,173328,1.02527e-05,0.000100403
9.07965e-06,1.01918e-05,-6.19398,325.2,28352.8,172642,1.01918e-05,0.000106725
9.08965e-06,1.01288e-05,-6.40327,327.35,29076,171954,1.01288e-05,0.000113179
9.09965e-06,1.00638e-05,-6.6164,329.577,29845.6,171264,1.00638e-05,0.000119776
9.10965e-06,9.99651e-06,-6.83362,331.889,30665.7,170570,9.99651e-06,0.000126526
9.11965e-06,9.92707e-06,-7.0552,334.292,31540.5,169874,9.92707e-06,0.000133441
9.12965e-06,9.85539e-06,-7.28144,336.794,32475.1,169175,9.85539e-06,0.000140533
9.13965e-06,9.78142e-06,-7.51265,339.402,33474.7,168474,9.78142e-06,0.000147816
9.14965e-06,9.70512e-06,-7.74915,342.127,34545.8,167769,9.70512e-06,0.000155302
9.15965e-06,9.62642e-06,-7.99132,344.978,35695.1,167062,9.62642e-06,0.000163009
9.16965e-06,9.54527e-06,-8.23955,347.966,36930.4,166353,9.54527e-06,0.000170953
9.17965e-06,9.46161e-06,-8.49424,351.101,38260.6,165641,9.43985e-06,0.000179561
9.18965e-06,9.37536e-06,-8.75585,354.377,39693.3,164926,9.25528e-06,0.000189981
9.19965e-06,9.28646e-06,-9.02489,357.794,41238.2,164209,9.07296e-06,0.000200753
9.20965e-06,9.19484e-06,-9.30189,361.368,42908,163490,8.89265e-06,0.000211905
9.21965e-06,9.1004e-06,-9.58744,365.116,44717,162768,8.71413e-06,0.000223465
9.22965e-06,9.00306e-06,-9.88218,369.056,46681.7,162043,8.53717e-06,0.000235466
9.23965e-06,8.90272e-06,-10.1868,373.209,48821.5,161316,8.36157e-06,0.000247943
9.24965e-06,8.79929e-06,-10.5021,377.598,51158.4,160587,8.18713e-06,0.000260936
9.25965e-06,8.69264e-06,-10.8288,382.248,53718.4,159856,8.01365e-06,0.00027449
9.26965e-06,8.58267e-06,-11.168,387.192,56532.1,159122,7.84095e-06,0.000288656
9.27965e-06,8.46924e-06,-11.5206,392.462,59635.3,158386,7.66885e-06,0.000303488
9.28965e-06,8.35221e-06,-11.8877,398.097,63070.8,157647,7.49716e-06,0.000319051
9.29965e-06,8.23143e-06,-12.2706,404.143,66889.2,156906,7.3257e-06,0.000335413
9.30965e-06,8.10674e-06,-12.6707,410.651,71151.8,156164,7.15431e-06,0.000352653
9.31965e-06,7.97796e-06,-13.0894,417.681,75932.3,155419,6.98282e-06,0.000370862
9.32965e-06,7.84488e-06,-13.5285,425.303,81320.8,154672,6.81104e-06,0.000390139
9.33965e-06,7.70731e-06,-13.9898,433.599,87427.6,153922,6.63882e-06,0.000410598
9.34965e-06,7.56501e-06,-14.4753,442.666,94389.6,153171,6.466e-06,0.000432369
9.35965e-06,7.41772e-06,-14.9874,452.619,102378,152418,6.2924e-06,0.000455599
9.36965e-06,7.26516e-06,-15.5286,463.594,111608,151662,6.11789e-06,0.000480456
9.37965e-06,7.10704e-06,-16.1015,475.756,122354,150905,5.94232e-06,0.000507131
9.38965e-06,6.94302e-06,-16.7092,489.305,134973,150146,5.76555e-06,0.000535844
9.39965e-06,6.77273e-06,-17.3548,504.485,149928,149384,5.58749e-06,0.000566846
9.40965e-06,6.59578e-06,-18.0415,521.595,167832,148621,5.40806e-06,0.000600421
9.41965e-06,6.41175e-06,-18.7724,541.008,189509,147856,5.22725e-06,0.000636893
9.42965e-06,6.22018e-06,-19.5502,563.191,216084,147089,5.04511e-06,0.000676624
9.43965e-06,6.02059e-06,-20.3763,588.733,249116,146321,4.86186e-06,0.00072001
9.44965e-06,5.81249e-06,-21.2499,618.386,290803,145550,4.67787e-06,0.000767466
9.45965e-06,5.59545e-06,-22.1658,653.113,344306,144778,4.49387e-06,0.000819389
9.46965e-06,5.36908e-06,-23.1105,694.156,414246,144004,4.31112e-06,0.00087608
9.47965e-06,5.13323e-06,-24.0556,743.108,507494,143229,4.13174e-06,0.000937573
9.48965e-06,4.88815e-06,-24.945,801.993,634385,142452,3.95937e-06,0.0010033
9.49965e-06,4.63486e-06,-25.6728,873.275,810469,141673,3.80038e-06,0.0010714
9.50965e-06,4.37586e-06,-26.044,959.667,1.05859e+06,140892,3.66626e-06,0.00113736
9.51965e-06,4.1163e-06,-25.711,1063.34,1.40954e+06,140110,3.57882e-06,0.00119139
9.52965e-06,3.86589e-06,-24.0951,1183.69,1.89487e+06,139327,3.58266e-06,0.00121375
9.53965e-06,3.64141e-06,-20.3742,1312.44,2.51504e+06,138542,3.64141e-06,0.00121269
9.54965e-06,3.46804e-06,-13.7952,1424.76,3.16188e+06,137755,3.46804e-06,0.00128223
9.55965e-06,3.37458e-06,-4.56168,1482.08,3.57091e+06,136967,3.37458e-06,0.00131087
9.56965e-06,3.37949e-06,5.45258,1455.45,3.49141e+06,136178,3.37949e-06,0.00128337
9.57965e-06,3.47779e-06,13.7682,1353.27,2.97796e+06,135387,3.47779e-06,0.0012046
9.58965e-06,3.64505e-06,19.1976,1212.71,2.31695e+06,134595,3.64505e-06,0.00109513
9.59965e-06,3.85309e-06,22.0474,1068.03,1.72685e+06,133802,3.73913e-06,0.00100523
9.60965e-06,4.0802e-06,23.15,936.407,1.27459e+06,133007,3.755e-06,0.000931795
9.61965e-06,4.31271e-06,23.2281,823.564,949020,132211,3.85402e-06,0.000836344
9.62965e-06,4.54295e-06,22.7564,729.223,718748,131414,3.99634e-06,0.000735792
9.63965e-06,4.76694e-06,22.0131,650.941,555231,130616,4.16221e-06,0.000638216
9.64965e-06,4.98283e-06,21.1531,585.935,437533,129816,4.34106e-06,0.000547126
9.65965e-06,5.1899e-06,20.2602,531.714,351350,129016,4.52692e-06,0.000463771
9.66965e-06,5.38807e-06,19.3785,486.226,287102,128214,4.7163e-06,0.000388308
9.67965e-06,5.57758e-06,18.5302,447.832,238364,127411,4.90714e-06,0.000320396
9.68965e-06,5.75882e-06,17.7254,415.239,200785,126607,5.09816e-06,0.000259485
9.69965e-06,5.93225e-06,16.9678,387.424,171372,125803,5.28861e-06,0.000204961
9.70965e-06,6.09833e-06,16.2573,363.577,148031,124997,5.47806e-06,0.000156214
9.71965e-06,6.25754e-06,15.592,343.052,129277,124190,5.66626e-06,0.000112671
9.72965e-06,6.41031e-06,14.9693,325.326,114035,123383,5.85307e-06,7.38066e-05
9.73965e-06,6.55706e-06,14.3861,309.977,101518,122574,6.03848e-06,3.91449e-05
9.74965e-06,6.69816e-06,13.8394,296.656,91141.8,121765,6.2225e-06,8.25943e-06
9.75965e-06,6.83396e-06,13.326,285.077,82464.3,120955,6.40517e-06,-1.92311e-05
9.76965e-06,6.96478e-06,12.8433,275.002,75149.3,120144,6.58659e-06,-4.36675e-05
9.77965e-06,7.09092e-06,12.3886,266.23,68937.1,119332,6.76683e-06,-6.53538e-05
9.78965e-06,7.21264e-06,11.9596,258.593,63625.2,118520,6.94599e-06,-8.45621e-05
9.79965e-06,7.33019e-06,11.5541,251.946,59054.1,117707,7.12419e-06,-0.000101536
9.80965e-06,7.44379e-06,11.1701,246.167,55097.1,116893,7.30152e-06,-0.000116493
9.81965e-06,7.55366e-06,10.806,241.151,51652.7,116079,7.47809e-06,-0.000129629
9.82965e-06,7.65997e-06,10.4601,236.807,48638.8,115264,7.65402e-06,-0.000141121
9.83965e-06,7.76292e-06,10.1311,233.065,45990.6,114449,7.76292e-06,-0.000152396
9.84965e-06,7.86265e-06,9.81762,229.872,43655.8,113633,7.86265e-06,-0.000162556
9.85965e-06,7.95932e-06,9.51853,227.169,41589.2,112816,7.95932e-06,-0.000171584
9.86965e-06,8.05306e-06,9.23278,224.904,39752.9,111999,8.05306e-06,-0.000179564
9.87965e-06,8.14401e-06,8.95944,223.032,38115.5,111182,8.14401e-06,-0.000186575
9.88965e-06,8.23229e-06,8.69763,221.51,36650.4,110364,8.23229e-06,-0.00019269
9.89965e-06,8.318e-06,8.44659,220.303,35335.2,109546,8.318e-06,-0.000197977
9.90965e-06,8.40125e-06,8.20559,219.378,34150.9,108728,8.40125e-06,-0.000202498
9.91965e-06,8.48214e-06,7.97399,218.705,33081.2,107909,8.48214e-06,-0.000206311
9.92965e-06,8.56076e-06,7.7512,218.259,32112.3,107091,8.56076e-06,-0.000209471
9.93965e-06,8.6372e-06,7.53667,218.016,31232.4,106271,8.6372e-06,-0.000212027
9.94965e-06,8.71152e-06,7.3299,217.955,30431,105452,8.71152e-06,-0.000214027
9.95965e-06,8.78382e-06,7.13044,218.055,29699.3,104633,8.78382e-06,-0.000215515
9.96965e-06,8.85415e-06,6.93786,218.301,29029.7,103813,8.85415e-06,-0.00021653
9.97965e-06,8.9226e-06,6.75179,218.675,28415.3,102993,8.9226e-06,-0.000217113
9.98965e-06,8.98921e-06,6.57185,219.164,27850.3,102173,8.98921e-06,-0.000217297
9.99965e-06,9.05405e-06,6.39771,219.755,27329.6,101354,9.05405e-06,-0.000217115
1.00097e-05,9.11718e-06,6.22908,220.437,26848.7,100534,9.11718e-06,-0.0002166
1.00197e-05,9.17865e-06,6.06567,221.197,26403.6,99714,9.17865e-06,-0.000215779
1.00297e-05,9.23851e-06,5.90721,222.028,25990.8,98894.2,9.23851e-06,-0.000214679
1.00397e-05,9.29681e-06,5.75347,222.919,25607.3,98074.6,9.29681e-06,-0.000213326
1.00497e-05,9.3536e-06,5.6042,223.864,25250.2,97255.1,9.3536e-06,-0.000211742
1.00597e-05,9.40891e-06,5.4592,224.854,24917.2,96435.8,9.40891e-06,-0.00020995
1.00697e-05,9.46279e-06,5.31828,225.884,24606,95616.6,9.46279e-06,-0.00020797
