t_s,R_m,U_m_s,T_g_K,p_g_pa,p_inf_pa,delta_T_m,Q_out_W
5.2356e-05,7.59011e-06,0.639911,280.126,59140.5,43100.7,7.59011e-06,-3.22972e-05
5.2366e-05,7.59648e-06,0.634671,280.211,59009.6,43068.7,7.59648e-06,-3.21134e-05
5.2376e-05,7.6028e-06,0.629342,280.297,58880.6,43038.9,7.6028e-06,-3.19267e-05
5.2386e-05,7.60906e-06,0.623924,280.384,58753.4,43011.5,7.60906e-06,-3.1737e-05
5.2396e-05,7.61528e-06,0.618417,280.472,58628.1,42986.4,7.61528e-06,-3.15443e-05
5.2406e-05,7.62143e-06,0.612819,280.561,58504.6,42963.5,7.62143e-06,-3.13486e-05
5.2416e-05,7.62753e-06,0.607131,280.651,58383,42943,7.62753e-06,-3.115e-05
5.2426e-05,7.63357e-06,0.601352,280.741,58263.2,42924.8,7.63357e-06,-3.09482e-05
5.2436e-05,7.63956e-06,0.595481,280.833,58145.4,42908.9,7.63956e-06,-3.07435e-05
5.2446e-05,7.64548e-06,0.589517,280.926,58029.4,42895.2,7.64548e-06,-3.05356e-05
5.2456e-05,7.65135e-06,0.583461,281.02,57915.4,42883.9,7.65135e-06,-3.03247e-05
5.2466e-05,7.65715e-06,0.577312,281.114,57803.2,42874.9,7.65715e-06,-3.01106e-05
5.2476e-05,7.6629e-06,0.571069,281.21,57693,42868.2,7.6629e-06,-2.98935e-05
5.2486e-05,7.66857e-06,0.564731,281.307,57584.7,42863.9,7.66857e-06,-2.96731e-05
5.2496e-05,7.67419e-06,0.558299,281.405,57478.3,42861.8,7.67419e-06,-2.94497e-05
5.2506e-05,7.67974e-06,0.551771,281.504,57373.9,42862,7.67974e-06,-2.9223e-05
5.2516e-05,7.68522e-06,0.545147,281.603,57271.4,42864.5,7.68522e-06,-2.89931e-05
5.2526e-05,7.69064e-06,0.538427,281.704,57170.9,42869.4,7.69064e-06,-2.876e-05
5.2536e-05,7.69599e-06,0.53161,281.806,57072.4,42876.5,7.69599e-06,-2.85237e-05
5.2546e-05,7.70127e-06,0.524696,281.909,56975.8,42886,7.70127e-06,-2.82841e-05
5.2556e-05,7.70649e-06,0.517683,282.013,56881.2,42897.8,7.70649e-06,-2.80412e-05
5.2566e-05,7.71163e-06,0.510573,282.118,56788.7,42911.9,7.71163e-06,-2.77951e-05
5.2576e-05,7.7167e-06,0.503363,282.225,56698.1,42928.2,7.7167e-06,-2.75456e-05
5.2586e-05,7.72169e-06,0.496054,282.332,56609.6,42946.9,7.72169e-06,-2.72928e-05
5.2596e-05,7.72662e-06,0.488645,282.44,56523.1,42967.9,7.72662e-06,-2.70366e-05
5.2606e-05,7.73147e-06,0.481135,282.55,56438.7,42991.2,7.73147e-06,-2.67771e-05
5.2616e-05,7.73624e-06,0.473525,282.66,56356.3,43016.8,7.73624e-06,-2.65141e-05
5.2626e-05,7.74094e-06,0.465813,282.772,56276,43044.7,7.74094e-06,-2.62477e-05
5.2636e-05,7.74556e-06,0.458,282.885,56197.7,43074.9,7.74556e-06,-2.59779e-05
5.2646e-05,7.7501e-06,0.450084,282.999,56121.6,43107.4,7.7501e-06,-2.57047e-05
5.2656e-05,7.75456e-06,0.442065,283.114,56047.5,43142.2,7.75456e-06,-2.5428e-05
5.2666e-05,7.75894e-06,0.433943,283.23,55975.6,43179.3,7.75894e-06,-2.51477e-05
5.2676e-05,7.76324e-06,0.425717,283.347,55905.8,43218.7,7.76324e-06,-2.4864e-05
5.2686e-05,7.76745e-06,0.417387,283.466,55838.2,43260.4,7.76745e-06,-2.45767e-05
5.2696e-05,7.77158e-06,0.408952,283.586,55772.7,43304.4,7.77158e-06,-2.42858e-05
5.2706e-05,7.77563e-06,0.400413,283.706,55709.3,43350.6,7.77563e-06,-2.39914e-05
5.2716e-05,7.77959e-06,0.391767,283.828,55648.2,43399.2,7.77959e-06,-2.36934e-05
5.2726e-05,7.78347e-06,0.383016,283.952,55589.2,43450,7.78347e-06,-2.33917e-05
5.2736e-05,7.78725e-06,0.374158,284.076,55532.5,43503.2,7.78725e-06,-2.30864e-05
5.2746e-05,7.79095e-06,0.365194,284.202,55478,43558.6,7.79095e-06,-2.27774e-05
5.2756e-05,7.79456e-06,0.356122,284.329,55425.8,43616.3,7.79456e-06,-2.24648e-05
5.2766e-05,7.79807e-06,0.346942,284.457,55375.8,43676.2,7.79807e-06,-2.21484e-05
5.2776e-05,7.80149e-06,0.337655,284.586,55328,43738.5,7.80149e-06,-2.18283e-05
5.2786e-05,7.80482e-06,0.328259,284.717,55282.6,43803,7.80482e-06,-2.15044e-05
5.2796e-05,7.80806e-06,0.318754,284.849,55239.5,43869.8,7.80806e-06,-2.11768e-05
5.2806e-05,7.8112e-06,0.309139,284.982,55198.7,43938.8,7.8112e-06,-2.08453e-05
5.2816e-05,7.81424e-06,0.299415,285.117,55160.2,44010.2,7.81424e-06,-2.051e-05
5.2826e-05,7.81719e-06,0.289581,285.252,55124.1,44083.8,7.81719e-06,-2.01709e-05
5.2836e-05,7.82003e-06,0.279637,285.39,55090.4,44159.6,7.82003e-06,-1.98279e-05
5.2846e-05,7.82278e-06,0.269581,285.528,55059.1,44237.7,7.82278e-06,-1.9481e-05
5.2856e-05,7.82542e-06,0.259415,285.668,55030.2,44318.1,7.82542e-06,-1.91302e-05
5.2866e-05,7.82797e-06,0.249137,285.809,55003.8,44400.7,7.82797e-06,-1.87755e-05
5.2876e-05,7.83041e-06,0.238747,285.951,54979.7,44485.5,7.83041e-06,-1.84168e-05
5.2886e-05,7.83274e-06,0.228245,286.095,54958.2,44572.6,7.83274e-06,-1.80541e-05
5.2896e-05,7.83497e-06,0.217631,286.241,54939.2,44662,7.83497e-06,-1.76873e-05
5.2906e-05,7.83709e-06,0.206904,286.387,54922.7,44753.5,7.83709e-06,-1.73166e-05
5.2916e-05,7.83911e-06,0.196064,286.535,54908.7,44847.4,7.83911e-06,-1.69417e-05
5.2926e-05,7.84101e-06,0.185111,286.685,54897.3,44943.4,7.84101e-06,-1.65628e-05
5.2936e-05,7.84281e-06,0.174044,286.836,54888.5,45041.7,7.84281e-06,-1.61798e-05
5.2946e-05,7.84449e-06,0.162863,286.988,54882.2,45142.1,7.84449e-06,-1.57926e-05
5.2956e-05,7.84607e-06,0.151568,287.142,54878.7,45244.8,7.84607e-06,-1.54013e-05
5.2966e-05,7.84753e-06,0.140159,287.297,54877.7,45349.8,7.84753e-06,-1.50058e-05
5.2976e-05,7.84887e-06,0.128635,287.454,54879.5,45456.9,7.84887e-06,-1.4606e-05
5.2986e-05,7.8501e-06,0.116997,287.613,54884,45566.2,7.8501e-06,-1.4202e-05
5.2996e-05,7.85121e-06,0.105243,287.773,54891.2,45677.8,7.85121e-06,-1.37938e-05
5.3006e-05,7.8522e-06,0.0933747,287.934,54901.1,45791.5,7.8522e-06,-1.33812e-05
5.3016e-05,7.85308e-06,0.081391,288.097,54913.9,45907.4,7.85308e-06,-1.29644e-05
5.3026e-05,7.85383e-06,0.0692918,288.262,54929.4,46025.5,7.85383e-06,-1.25432e-05
5.3036e-05,7.85446e-06,0.0570771,288.428,54947.8,46145.8,7.85446e-06,-1.21176e-05
5.3046e-05,7.85497e-06,0.0447468,288.596,54969.1,46268.3,7.85497e-06,-1.16876e-05
5.3056e-05,7.85536e-06,0.0323007,288.765,54993.3,46393,7.85536e-06,-1.12531e-05
5.3066e-05,7.85562e-06,0.0197388,288.937,55020.4,46519.8,7.85562e-06,-1.08143e-05
5.3076e-05,7.85575e-06,0.00706113,289.109,55050.5,46648.8,7.85575e-06,-1.03709e-05
5.3086e-05,7.85576e-06,-0.00573247,289.284,55083.6,46779.9,7.85576e-06,-9.92304e-06
5.3096e-05,7.85564e-06,-0.018642,289.46,55119.7,46913.2,7.85564e-06,-9.47063e-06
5.3106e-05,7.85538e-06,-0.0316673,289.638,55158.9,47048.6,7.85538e-06,-9.01365e-06
5.3116e-05,7.855e-06,-0.0448086,289.818,55201.2,47186.2,7.855e-06,-8.55208e-06
5.3126e-05,7.85449e-06,-0.0580656,289.999,55246.6,47325.9,7.85449e-06,-8.0859e-06
5.3136e-05,7.85384e-06,-0.0714383,290.182,55295.2,47467.8,7.85384e-06,-7.61506e-06
5.3146e-05,7.85306e-06,-0.0849267,290.367,55346.9,47611.8,7.85306e-06,-7.13954e-06
5.3156e-05,7.85214e-06,-0.0985305,290.554,55402,47757.9,7.85214e-06,-6.65932e-06
5.3166e-05,7.85109e-06,-0.11225,290.743,55460.3,47906.1,7.85109e-06,-6.17437e-06
5.3176e-05,7.8499e-06,-0.126084,290.934,55521.9,48056.4,7.8499e-06,-5.68465e-06
5.3186e-05,7.84857e-06,-0.140033,291.126,55586.9,48208.8,7.84857e-06,-5.19014e-06
5.3196e-05,7.84709e-06,-0.154097,291.32,55655.3,48363.3,7.84709e-06,-4.69082e-06
5.3206e-05,7.84548e-06,-0.168275,291.517,55727.2,48519.9,7.84548e-06,-4.18665e-06
5.3216e-05,7.84373e-06,-0.182567,291.715,55802.5,48678.6,7.84373e-06,-3.6776e-06
5.3226e-05,7.84183e-06,-0.196973,291.915,55881.4,48839.4,7.84183e-06,-3.16366e-06
5.3236e-05,7.83979e-06,-0.211493,292.117,55963.8,49002.3,7.83979e-06,-2.64478e-06
5.3246e-05,7.8376e-06,-0.226125,292.322,56049.9,49167.2,7.8376e-06,-2.12094e-06
5.3256e-05,7.83527e-06,-0.240869,292.528,56139.6,49334.2,7.83527e-06,-1.59212e-06
5.3266e-05,7.83278e-06,-0.255726,292.736,56233.1,49503.2,7.83278e-06,-1.05828e-06
5.3276e-05,7.83015e-06,-0.270694,292.947,56330.3,49674.2,7.83015e-06,-5.19401e-07
5.3286e-05,7.82737e-06,-0.285773,293.16,56431.3,49847.4,7.82737e-06,2.45492e-08
5.3296e-05,7.82444e-06,-0.300962,293.374,56536.2,50022.5,7.82444e-06,5.73596e-07
5.3306e-05,7.82135e-06,-0.316261,293.591,56645,50199.7,7.82135e-06,1.12777e-06
5.3316e-05,7.81811e-06,-0.331669,293.81,56757.8,50378.9,7.81811e-06,1.68709e-06
5.3326e-05,7.81472e-06,-0.347184,294.032,56874.7,50560.1,7.81472e-06,2.25159e-06
5.3336e-05,7.81117e-06,-0.362807,294.255,56995.6,50743.3,7.81117e-06,2.82129e-06
5.3346e-05,7.80746e-06,-0.378536,294.481,57120.6,50928.5,7.80746e-06,3.39623e-06
5.3356e-05,7.80359e-06,-0.394371,294.71,57249.9,51115.6,7.80359e-06,3.97641e-06
5.3366e-05,7.79957e-06,-0.41031,294.94,57383.4,51304.8,7.79957e-06,4.56188e-06
5.3376e-05,7.79539e-06,-0.426353,295.173,57521.2,51496,7.79539e-06,5.15266e-06
5.3386e-05,7.79104e-06,-0.442498,295.408,57663.5,51689.1,7.79104e-06,5.74876e-06
5.3396e-05,7.78654e-06,-0.458744,295.646,57810.2,51884.1,7.78654e-06,6.35022e-06
5.3406e-05,7.78187e-06,-0.475091,295.886,57961.3,52081.2,7.78187e-06,6.95705e-06
5.3416e-05,7.77704e-06,-0.491536,296.129,58117.1,52280.1,7.77704e-06,7.56928e-06
5.3426e-05,7.77204e-06,-0.508078,296.374,58277.6,52481,7.77204e-06,8.18693e-06
5.3436e-05,7.76687e-06,-0.524716,296.622,58442.7,52683.9,7.76687e-06,8.81002e-06
5.3446e-05,7.76154e-06,-0.541448,296.872,58612.6,52888.6,7.76154e-06,9.43857e-06
5.3456e-05,7.75604e-06,-0.558273,297.125,58787.4,53095.3,7.75604e-06,1.00726e-05
5.3466e-05,7.75038e-06,-0.575189,297.38,58967.2,53303.8,7.75038e-06,1.07121e-05
5.3476e-05,7.74454e-06,-0.592194,297.638,59151.9,53514.3,7.74454e-06,1.13572e-05
5.3486e-05,7.73853e-06,-0.609287,297.899,59341.8,53726.7,7.73853e-06,1.20078e-05
5.3496e-05,7.73235e-06,-0.626466,298.163,59536.8,53940.9,7.73235e-06,1.26639e-05
5.3506e-05,7.726e-06,-0.643727,298.429,59737.1,54157,7.726e-06,1.33256e-05
5.3516e-05,7.71948e-06,-0.661071,298.698,59942.7,54375,7.71948e-06,1.39928e-05
5.3526e-05,7.71278e-06,-0.678493,298.97,60153.7,54594.8,7.71278e-06,1.46657e-05
5.3536e-05,7.70591e-06,-0.695992,299.244,60370.3,54816.4,7.70591e-06,1.53441e-05
5.3546e-05,7.69886e-06,-0.713565,299.522,60592.4,55039.9,7.69886e-06,1.60282e-05
5.3556e-05,7.69164e-06,-0.73121,299.802,60820.2,55265.3,7.69164e-06,1.67178e-05
5.3566e-05,7.68424e-06,-0.748924,300.086,61053.8,55492.4,7.68424e-06,1.74131e-05
5.3576e-05,7.67666e-06,-0.766704,300.372,61293.3,55721.4,7.67666e-06,1.8114e-05
5.3586e-05,7.6689e-06,-0.784548,300.661,61538.7,55952.1,7.6689e-06,1.88205e-05
5.3596e-05,7.66097e-06,-0.802452,300.954,61790.2,56184.7,7.66097e-06,1.95326e-05
5.3606e-05,7.65285e-06,-0.820413,301.249,62047.8,56419,7.65285e-06,2.02504e-05
5.3616e-05,7.64456e-06,-0.838427,301.547,62311.7,56655.1,7.64456e-06,2.09737e-05
5.3626e-05,7.63609e-06,-0.856492,301.849,62582,56892.9,7.63609e-06,2.17027e-05
5.3636e-05,7.62743e-06,-0.874604,302.153,62858.7,57132.6,7.62743e-06,2.24372e-05
5.3646e-05,7.61859e-06,-0.892759,302.461,63142,57373.9,7.61859e-06,2.31773e-05
5.3656e-05,7.60957e-06,-0.910952,302.772,63432,57617,7.60957e-06,2.3923e-05
5.3666e-05,7.60037e-06,-0.929181,303.086,63728.7,57861.8,7.60037e-06,2.46742e-05
5.3676e-05,7.59099e-06,-0.94744,303.404,64032.4,58108.4,7.59099e-06,2.54309e-05
5.3686e-05,7.58142e-06,-0.965725,303.724,64343.1,58356.6,7.58142e-06,2.61931e-05
5.3696e-05,7.57168e-06,-0.984031,304.048,64660.9,58606.6,7.57168e-06,2.69608e-05
5.3706e-05,7.56174e-06,-1.00235,304.376,64986,58858.2,7.56174e-06,2.77339e-05
5.3716e-05,7.55163e-06,-1.02069,304.706,65318.4,59111.5,7.55163e-06,2.85124e-05
5.3726e-05,7.54133e-06,-1.03903,305.04,65658.3,59366.5,7.54133e-06,2.92962e-05
5.3736e-05,7.53085e-06,-1.05737,305.377,66005.8,59623.1,7.53085e-06,3.00854e-05
5.3746e-05,7.52018e-06,-1.07571,305.718,66361.1,59881.4,7.52018e-06,3.08797e-05
5.3756e-05,7.50933e-06,-1.09404,306.062,66724.2,60141.3,7.50933e-06,3.16793e-05
5.3766e-05,7.4983e-06,-1.11235,306.409,67095.3,60402.8,7.4983e-06,3.2484e-05
5.3776e-05,7.48709e-06,-1.13064,306.76,67474.5,60666,7.48709e-06,3.32938e-05
5.3786e-05,7.47569e-06,-1.1489,307.115,67862,60930.7,7.47569e-06,3.41085e-05
5.3796e-05,7.46411e-06,-1.16712,307.472,68257.9,61197.1,7.46411e-06,3.49282e-05
5.3806e-05,7.45235e-06,-1.1853,307.834,68662.3,61465,7.45235e-06,3.57527e-05
5.3816e-05,7.4404e-06,-1.20343,308.198,69075.3,61734.5,7.4404e-06,3.65819e-05
5.3826e-05,7.42828e-06,-1.2215,308.566,69497.1,62005.6,7.42828e-06,3.74158e-05
5.3836e-05,7.41597e-06,-1.2395,308.938,69927.8,62278.2,7.41597e-06,3.82542e-05
5.3846e-05,7.40349e-06,-1.25743,309.313,70367.6,62552.4,7.40349e-06,3.9097e-05
5.3856e-05,7.39083e-06,-1.27527,309.692,70816.6,62828.1,7.39083e-06,3.99441e-05
5.3866e-05,7.37798e-06,-1.29303,310.073,71274.9,63105.3,7.37798e-06,4.07954e-05
5.3876e-05,7.36497e-06,-1.31068,310.459,71742.7,63384,7.36497e-06,4.16507e-05
5.3886e-05,7.35177e-06,-1.32823,310.848,72220.2,63664.2,7.35177e-06,4.25099e-05
5.3896e-05,7.3384e-06,-1.34565,311.24,72707.3,63945.9,7.3384e-06,4.33728e-05
5.3906e-05,7.32486e-06,-1.36295,311.635,73204.4,64229.1,7.32486e-06,4.42393e-05
5.3916e-05,7.31114e-06,-1.3801,312.034,73711.5,64513.8,7.31114e-06,4.51092e-05
5.3926e-05,7.29726e-06,-1.3971,312.436,74228.8,64799.9,7.29726e-06,4.59823e-05
5.3936e-05,7.2832e-06,-1.41394,312.842,74756.4,65087.4,7.2832e-06,4.68584e-05
5.3946e-05,7.26898e-06,-1.43061,313.25,75294.4,65376.4,7.26898e-06,4.77372e-05
5.3956e-05,7.25459e-06,-1.44709,313.662,75843,65666.8,7.25459e-06,4.86187e-05
5.3966e-05,7.24004e-06,-1.46337,314.077,76402.3,65958.6,7.24004e-06,4.95025e-05
5.3976e-05,7.22532e-06,-1.47945,314.495,76972.5,66251.8,7.22532e-06,5.03884e-05
5.3986e-05,7.21045e-06,-1.4953,314.916,77553.6,66546.4,7.21045e-06,5.12761e-05
5.3996e-05,7.19542e-06,-1.51091,315.339,78145.9,66842.3,7.19542e-06,5.21654e-05
5.4006e-05,7.18023e-06,-1.52627,315.766,78749.3,67139.6,7.18023e-06,5.30559e-05
5.4016e-05,7.16489e-06,-1.54136,316.195,79364,67438.3,7.16489e-06,5.39474e-05
5.4026e-05,7.14941e-06,-1.55618,316.627,79990.2,67738.3,7.14941e-06,5.48396e-05
5.4036e-05,7.13377e-06,-1.5707,317.061,80627.9,68039.6,7.13377e-06,5.5732e-05
5.4046e-05,7.11799e-06,-1.58491,317.498,81277.3,68342.3,7.11799e-06,5.66244e-05
5.4056e-05,7.10207e-06,-1.59879,317.937,81938.4,68646.2,7.10207e-06,5.75164e-05
5.4066e-05,7.08602e-06,-1.61233,318.378,82611.2,68951.5,7.08602e-06,5.84076e-05
5.4076e-05,7.06983e-06,-1.62551,318.821,83296,69258,7.06983e-06,5.92976e-05
5.4086e-05,7.05351e-06,-1.63831,319.266,83992.8,69565.7,7.05351e-06,6.0186e-05
5.4096e-05,7.03706e-06,-1.65072,319.713,84701.5,69874.8,7.03706e-06,6.10722e-05
5.4106e-05,7.0205e-06,-1.66271,320.16,85422.3,70185.1,7.0205e-06,6.19559e-05
5.4116e-05,7.00381e-06,-1.67428,320.61,86155.2,70496.6,7.00381e-06,6.28366e-05
5.4126e-05,6.98701e-06,-1.68539,321.06,86900.2,70809.3,6.98701e-06,6.37138e-05
5.4136e-05,6.9701e-06,-1.69603,321.511,87657.4,71123.2,6.9701e-06,6.45869e-05
5.4146e-05,6.95309e-06,-1.70619,321.963,88426.6,71438.3,6.95309e-06,6.54554e-05
5.4156e-05,6.93598e-06,-1.71584,322.415,89208,71754.6,6.93598e-06,6.63186e-05
5.4166e-05,6.91878e-06,-1.72495,322.867,90001.4,72072.1,6.91878e-06,6.71761e-05
5.4176e-05,6.90149e-06,-1.73352,323.319,90806.8,72390.7,6.90149e-06,6.80272e-05
5.4186e-05,6.88411e-06,-1.74152,323.77,91624.2,72710.5,6.88411e-06,6.88712e-05
5.4196e-05,6.86666e-06,-1.74892,324.221,92453.3,73031.4,6.86666e-06,6.97075e-05
5.4206e-05,6.84913e-06,-1.75571,324.67,93294.2,73353.4,6.84913e-06,7.05354e-05
5.4216e-05,6.83154e-06,-1.76187,325.118,94146.7,73676.5,6.83154e-06,7.13542e-05
5.4226e-05,6.8139e-06,-1.76737,325.564,95010.5,74000.7,6.8139e-06,7.21631e-05
5.4236e-05,6.7962e-06,-1.77218,326.008,95885.6,74326,6.7962e-06,7.29613e-05
5.4246e-05,6.77846e-06,-1.7763,326.449,96771.6,74652.3,6.77846e-06,7.37481e-05
5.4256e-05,6.76068e-06,-1.77969,326.888,97668.4,74979.7,6.76068e-06,7.45226e-05
5.4266e-05,6.74287e-06,-1.78234,327.322,98575.6,75308.2,6.74287e-06,7.5284e-05
5.4276e-05,6.72503e-06,-1.78422,327.753,99493,75637.7,6.72503e-06,7.60314e-05
5.4286e-05,6.70718e-06,-1.7853,328.179,100420,75968.1,6.70718e-06,7.67639e-05
5.4296e-05,6.68933e-06,-1.78558,328.601,101357,76299.6,6.68933e-06,7.74807e-05
5.4306e-05,6.67147e-06,-1.78502,329.017,102302,76632.1,6.67147e-06,7.81807e-05
5.4316e-05,6.65363e-06,-1.7836,329.427,103257,76965.5,6.65363e-06,7.8863e-05
5.4326e-05,6.63581e-06,-1.78131,329.831,104219,77300,6.63581e-06,7.95267e-05
5.4336e-05,6.61801e-06,-1.77812,330.227,105188,77635.3,6.61801e-06,8.01706e-05
5.4346e-05,6.60025e-06,-1.77401,330.616,106165,77971.6,6.60025e-06,8.07938e-05
5.4356e-05,6.58253e-06,-1.76896,330.996,107148,78308.8,6.58253e-06,8.13952e-05
5.4366e-05,6.56487e-06,-1.76296,331.368,108137,78646.9,6.56487e-06,8.19737e-05
5.4376e-05,6.54727e-06,-1.75599,331.73,109131,78986,6.54727e-06,8.25283e-05
5.4386e-05,6.52975e-06,-1.74802,332.081,110128,79325.9,6.52975e-06,8.30579e-05
5.4396e-05,6.51232e-06,-1.73905,332.422,111130,79666.6,6.51232e-06,8.35614e-05
5.4406e-05,6.49498e-06,-1.72906,332.752,112134,80008.3,6.49498e-06,8.40376e-05
5.4416e-05,6.47774e-06,-1.71803,333.069,113139,80350.7,6.47774e-06,8.44854e-05
5.4426e-05,6.46062e-06,-1.70595,333.373,114146,80694,6.46062e-06,8.49037e-05
5.4436e-05,6.44362e-06,-1.69282,333.663,115152,81038.1,6.44362e-06,8.52913e-05
5.4446e-05,6.42677e-06,-1.67862,333.938,116157,81383,6.42677e-06,8.56471e-05
5.4456e-05,6.41006e-06,-1.66334,334.199,117159,81728.7,6.41006e-06,8.59701e-05
5.4466e-05,6.3935e-06,-1.64699,334.444,118158,82075.2,6.3935e-06,8.62589e-05
5.4476e-05,6.37712e-06,-1.62955,334.671,119153,82422.4,6.37712e-06,8.65127e-05
5.4486e-05,6.36092e-06,-1.61103,334.882,120142,82770.4,6.36092e-06,8.67302e-05
5.4496e-05,6.3449e-06,-1.59142,335.074,121124,83119.1,6.3449e-06,8.69103e-05
5.4506e-05,6.32909e-06,-1.57073,335.247,122097,83468.6,6.32909e-06,8.70521e-05
5.4516e-05,6.31349e-06,-1.54897,335.401,123061,83818.7,6.31349e-06,8.71545e-05
5.4526e-05,6.29812e-06,-1.52614,335.534,124015,84169.5,6.29812e-06,8.72165e-05
5.4536e-05,6.28297e-06,-1.50225,335.646,124956,84521,6.28297e-06,8.72371e-05
5.4546e-05,6.26807e-06,-1.47733,335.737,125883,84873.2,6.26807e-06,8.72155e-05
5.4556e-05,6.25343e-06,-1.45137,335.805,126796,85226,6.25343e-06,8.71507e-05
5.4566e-05,6.23905e-06,-1.42441,335.85,127692,85579.4,6.23905e-06,8.7042e-05
5.4576e-05,6.22494e-06,-1.39647,335.871,128571,85933.5,6.22494e-06,8.68886e-05
5.4586e-05,6.21112e-06,-1.36756,335.868,129430,86288.2,6.21112e-06,8.66898e-05
5.4596e-05,6.1976e-06,-1.33772,335.841,130269,86643.5,6.1976e-06,8.6445e-05
5.4606e-05,6.18437e-06,-1.30699,335.788,131086,86999.3,6.18437e-06,8.61536e-05
5.4616e-05,6.17146e-06,-1.27538,335.709,131881,87355.7,6.17146e-06,8.58152e-05
5.4626e-05,6.15887e-06,-1.24295,335.604,132650,87712.7,6.15887e-06,8.54293e-05
5.4636e-05,6.1466e-06,-1.20973,335.473,133394,88070.2,6.1466e-06,8.49957e-05
5.4646e-05,6.13467e-06,-1.17577,335.315,134111,88428.2,6.13467e-06,8.45141e-05
5.4656e-05,6.12309e-06,-1.1411,335.13,134800,88786.8,6.12309e-06,8.39844e-05
5.4666e-05,6.11185e-06,-1.10579,334.918,135459,89145.8,6.11185e-06,8.34066e-05
5.4676e-05,6.10098e-06,-1.06987,334.679,136088,89505.3,6.10098e-06,8.27808e-05
5.4686e-05,6.09046e-06,-1.03341,334.412,136685,89865.3,6.09046e-06,8.21072e-05
5.4696e-05,6.08031e-06,-0.996466,334.118,137251,90225.8,6.08031e-06,8.1386e-05
5.4706e-05,6.07053e-06,-0.959089,333.796,137783,90586.6,6.07053e-06,8.06177e-05
5.4716e-05,6.06113e-06,-0.921344,333.448,138281,90947.9,6.06113e-06,7.98028e-05
5.4726e-05,6.05211e-06,-0.883292,333.073,138744,91309.6,6.05211e-06,7.89419e-05
5.4736e-05,6.04346e-06,-0.844998,332.671,139172,91671.7,6.04346e-06,7.80358e-05
5.4746e-05,6.03521e-06,-0.806529,332.243,139565,92034.2,6.03521e-06,7.70854e-05
5.4756e-05,6.02733e-06,-0.76795,331.789,139922,92397.1,6.02733e-06,7.60915e-05
5.4766e-05,6.01985e-06,-0.72933,331.31,140242,92760.3,6.01985e-06,7.50554e-05
5.4776e-05,6.01275e-06,-0.690738,330.807,140526,93123.8,6.01275e-06,7.39783e-05
5.4786e-05,6.00603e-06,-0.652241,330.28,140773,93487.7,6.00603e-06,7.28614e-05
5.4796e-05,5.9997e-06,-0.613911,329.73,140984,93851.8,5.9997e-06,7.17061e-05
5.4806e-05,5.99375e-06,-0.575816,329.158,141159,94216.3,5.99375e-06,7.05141e-05
5.4816e-05,5.98818e-06,-0.538024,328.564,141298,94581.1,5.98818e-06,6.92869e-05
5.4826e-05,5.98299e-06,-0.500604,327.95,141402,94946.1,5.98299e-06,6.80263e-05
5.4836e-05,5.97817e-06,-0.463622,327.316,141471,95311.3,5.97817e-06,6.67341e-05
5.4846e-05,5.97372e-06,-0.427146,326.664,141505,95676.8,5.97372e-06,6.54121e-05
5.4856e-05,5.96963e-06,-0.39124,325.995,141506,96042.6,5.96963e-06,6.40624e-05
5.4866e-05,5.96589e-06,-0.355967,325.31,141474,96408.5,5.96589e-06,6.26871e-05
5.4876e-05,5.9625e-06,-0.321389,324.61,141411,96774.6,5.9625e-06,6.12882e-05
5.4886e-05,5.95946e-06,-0.287563,323.897,141317,97140.9,5.95946e-06,5.9868e-05
5.4896e-05,5.95675e-06,-0.254549,323.172,141193,97507.4,5.95675e-06,5.84286e-05
5.4906e-05,5.95437e-06,-0.222399,322.435,141040,97874,5.95437e-06,5.69725e-05
5.4916e-05,5.9523e-06,-0.191166,321.689,140861,98240.8,5.9523e-06,5.55018e-05
5.4926e-05,5.95054e-06,-0.160899,320.935,140655,98607.7,5.95054e-06,5.40189e-05
5.4936e-05,5.94908e-06,-0.131644,320.174,140425,98974.7,5.94908e-06,5.25263e-05
5.4946e-05,5.9479e-06,-0.103445,319.407,140172,99341.8,5.9479e-06,5.10263e-05
5.4956e-05,5.94701e-06,-0.0763422,318.637,139897,99708.9,5.94701e-06,4.95213e-05
5.4966e-05,5.94637e-06,-0.0503722,317.863,139602,100076,5.94637e-06,4.80137e-05
5.4976e-05,5.94599e-06,-0.0255691,317.089,139289,100443,5.94599e-06,4.6506e-05
5.4986e-05,5.94586e-06,-0.00196363,316.314,138958,100811,5.94586e-06,4.50004e-05
5.4996e-05,5.94595e-06,0.0204167,315.541,138612,101178,5.94595e-06,4.34994e-05
5.5006e-05,5.94626e-06,0.0415478,314.771,138252,101545,5.94626e-06,4.20053e-05
5.5016e-05,5.94678e-06,0.0614086,314.005,137880,101913,5.94678e-06,4.05203e-05
5.5026e-05,5.94749e-06,0.0799812,313.244,137496,102280,5.94749e-06,3.90468e-05
5.5036e-05,5.94837e-06,0.097251,312.49,137104,102647,5.94837e-06,3.75869e-05
5.5046e-05,5.94943e-06,0.113206,311.744,136704,103015,5.94943e-06,3.61429e-05
5.5056e-05,5.95063e-06,0.127839,311.006,136297,103382,5.95063e-06,3.47167e-05
5.5066e-05,5.95198e-06,0.141143,310.279,135886,103749,5.95198e-06,3.33105e-05
5.5076e-05,5.95345e-06,0.153115,309.563,135472,104116,5.95345e-06,3.19263e-05
