t_s,R_m,U_m_s,T_g_K,p_g_pa,p_inf_pa,delta_T_m,Q_out_W
9.566e-06,5.64535e-06,0.385828,282.201,144856,117071,5.64535e-06,-2.01952e-05
9.576e-06,5.64922e-06,0.389059,282.163,144539,116716,5.64922e-06,-2.028e-05
9.586e-06,5.65313e-06,0.39237,282.123,144219,116362,5.65313e-06,-2.03678e-05
9.596e-06,5.65707e-06,0.395758,282.081,143896,116007,5.65707e-06,-2.04585e-05
9.606e-06,5.66105e-06,0.39922,282.038,143571,115651,5.66105e-06,-2.05522e-05
9.616e-06,5.66506e-06,0.40275,281.994,143244,115294,5.66506e-06,-2.06489e-05
9.626e-06,5.6691e-06,0.406347,281.948,142914,114937,5.6691e-06,-2.07486e-05
9.636e-06,5.67318e-06,0.410007,281.901,142581,114580,5.67318e-06,-2.08515e-05
9.646e-06,5.6773e-06,0.413725,281.852,142246,114222,5.6773e-06,-2.09573e-05
9.656e-06,5.68146e-06,0.417498,281.801,141909,113863,5.68146e-06,-2.10662e-05
9.666e-06,5.68565e-06,0.421322,281.749,141569,113504,5.68565e-06,-2.11782e-05
9.676e-06,5.68989e-06,0.425194,281.696,141226,113145,5.68989e-06,-2.12931e-05
9.686e-06,5.69416e-06,0.42911,281.641,140881,112785,5.69416e-06,-2.14111e-05
9.696e-06,5.69847e-06,0.433065,281.585,140533,112424,5.69847e-06,-2.1532e-05
9.706e-06,5.70282e-06,0.437057,281.527,140183,112063,5.70282e-06,-2.16559e-05
9.716e-06,5.70721e-06,0.441081,281.468,139830,111702,5.70721e-06,-2.17826e-05
9.726e-06,5.71164e-06,0.445134,281.408,139475,111340,5.71164e-06,-2.19122e-05
9.736e-06,5.71611e-06,0.449213,281.346,139117,110978,5.71611e-06,-2.20446e-05
9.746e-06,5.72062e-06,0.453313,281.283,138757,110616,5.72062e-06,-2.21797e-05
9.756e-06,5.72518e-06,0.457431,281.219,138394,110253,5.72518e-06,-2.23174e-05
9.766e-06,5.72977e-06,0.461563,281.154,138029,109890,5.72977e-06,-2.24578e-05
9.776e-06,5.73441e-06,0.465708,281.087,137662,109526,5.73441e-06,-2.26006e-05
9.786e-06,5.73909e-06,0.46986,281.02,137292,109162,5.73909e-06,-2.27459e-05
9.796e-06,5.74381e-06,0.474016,280.951,136920,108798,5.74381e-06,-2.28936e-05
9.806e-06,5.74857e-06,0.478174,280.881,136546,108434,5.74857e-06,-2.30435e-05
9.816e-06,5.75337e-06,0.482331,280.81,136170,108069,5.75337e-06,-2.31956e-05
9.826e-06,5.75821e-06,0.486483,280.739,135792,107704,5.75821e-06,-2.33497e-05
9.836e-06,5.7631e-06,0.490628,280.666,135412,107339,5.7631e-06,-2.35059e-05
9.846e-06,5.76803e-06,0.494762,280.593,135029,106973,5.76803e-06,-2.3664e-05
9.856e-06,5.77299e-06,0.498884,280.519,134645,106607,5.77299e-06,-2.38238e-05
9.866e-06,5.778e-06,0.502989,280.445,134260,106241,5.778e-06,-2.39854e-05
9.876e-06,5.78305e-06,0.507078,280.369,133872,105875,5.78305e-06,-2.41485e-05
9.886e-06,5.78815e-06,0.511145,280.294,133483,105509,5.78815e-06,-2.43132e-05
9.896e-06,5.79328e-06,0.51519,280.217,133092,105143,5.79328e-06,-2.44792e-05
9.906e-06,5.79845e-06,0.519211,280.141,132699,104776,5.79845e-06,-2.46465e-05
9.916e-06,5.80366e-06,0.523204,280.063,132306,104409,5.80366e-06,-2.4815e-05
9.926e-06,5.80891e-06,0.527169,279.986,131910,104042,5.80891e-06,-2.49845e-05
9.936e-06,5.8142e-06,0.531103,279.908,131514,103675,5.8142e-06,-2.5155e-05
9.946e-06,5.81954e-06,0.535006,279.83,131116,103308,5.81954e-06,-2.53264e-05
9.956e-06,5.8249e-06,0.538874,279.752,130717,102941,5.8249e-06,-2.54985e-05
9.966e-06,5.83031e-06,0.542707,279.674,130317,102574,5.83031e-06,-2.56712e-05
9.976e-06,5.83576e-06,0.546504,279.595,129916,102207,5.83576e-06,-2.58445e-05
9.986e-06,5.84124e-06,0.550262,279.517,129514,101839,5.84124e-06,-2.60182e-05
9.996e-06,5.84676e-06,0.553982,279.439,129111,101472,5.84676e-06,-2.61922e-05
1.0006e-05,5.85232e-06,0.557662,279.361,128707,101105,5.85232e-06,-2.63664e-05
1.0016e-05,5.85792e-06,0.5613,279.283,128302,100737,5.85792e-06,-2.65408e-05
1.0026e-05,5.86355e-06,0.564897,279.205,127897,100370,5.86355e-06,-2.67152e-05
1.0036e-05,5.86921e-06,0.568452,279.128,127492,100003,5.86921e-06,-2.68896e-05
1.0046e-05,5.87492e-06,0.571963,279.051,127085,99635.5,5.87492e-06,-2.70638e-05
1.0056e-05,5.88065e-06,0.575431,278.974,126679,99268.3,5.88065e-06,-2.72377e-05
1.0066e-05,5.88643e-06,0.578854,278.897,126272,98901.3,5.88643e-06,-2.74113e-05
1.0076e-05,5.89223e-06,0.582234,278.821,125864,98534.3,5.89223e-06,-2.75845e-05
1.0086e-05,5.89807e-06,0.585568,278.746,125457,98167.4,5.89807e-06,-2.77571e-05
1.0096e-05,5.90394e-06,0.588858,278.671,125049,97800.7,5.90394e-06,-2.79292e-05
1.0106e-05,5.90985e-06,0.592102,278.597,124641,97434.1,5.90985e-06,-2.81005e-05
1.0116e-05,5.91578e-06,0.595302,278.523,124233,97067.7,5.91578e-06,-2.82712e-05
1.0126e-05,5.92175e-06,0.598457,278.45,123825,96701.4,5.92175e-06,-2.8441e-05
1.0136e-05,5.92775e-06,0.601567,278.378,123417,96335.3,5.92775e-06,-2.86099e-05
1.0146e-05,5.93378e-06,0.604632,278.306,123009,95969.4,5.93378e-06,-2.87778e-05
1.0156e-05,5.93985e-06,0.607653,278.235,122602,95603.7,5.93985e-06,-2.89447e-05
1.0166e-05,5.94594e-06,0.61063,278.165,122194,95238.3,5.94594e-06,-2.91104e-05
1.0176e-05,5.95206e-06,0.613564,278.096,121787,94873,5.95206e-06,-2.92751e-05
1.0186e-05,5.95821e-06,0.616454,278.028,121380,94508.1,5.95821e-06,-2.94385e-05
1.0196e-05,5.96439e-06,0.619302,277.96,120974,94143.4,5.96439e-06,-2.96006e-05
1.0206e-05,5.97059e-06,0.622108,277.894,120568,93779,5.97059e-06,-2.97615e-05
1.0216e-05,5.97683e-06,0.624872,277.828,120162,93414.9,5.97683e-06,-2.99209e-05
1.0226e-05,5.98309e-06,0.627595,277.763,119757,93051.1,5.98309e-06,-3.0079e-05
1.0236e-05,5.98938e-06,0.630278,277.699,119353,92687.6,5.98938e-06,-3.02356e-05
1.0246e-05,5.9957e-06,0.632922,277.636,118949,92324.5,5.9957e-06,-3.03906e-05
1.0256e-05,6.00204e-06,0.635527,277.574,118545,91961.7,6.00204e-06,-3.05442e-05
1.0266e-05,6.00841e-06,0.638094,277.513,118143,91599.3,6.00841e-06,-3.06962e-05
1.0276e-05,6.0148e-06,0.640623,277.454,117741,91237.3,6.0148e-06,-3.08466e-05
1.0286e-05,6.02122e-06,0.643117,277.395,117339,90875.6,6.02122e-06,-3.09954e-05
1.0296e-05,6.02766e-06,0.645574,277.337,116939,90514.4,6.02766e-06,-3.11425e-05
1.0306e-05,6.03413e-06,0.647997,277.28,116539,90153.6,6.03413e-06,-3.12879e-05
1.0316e-05,6.04062e-06,0.650387,277.224,116140,89793.3,6.04062e-06,-3.14317e-05
1.0326e-05,6.04714e-06,0.652743,277.169,115742,89433.4,6.04714e-06,-3.15737e-05
1.0336e-05,6.05368e-06,0.655067,277.116,115345,89074,6.05368e-06,-3.17141e-05
1.0346e-05,6.06024e-06,0.65736,277.063,114949,88715,6.06024e-06,-3.18526e-05
1.0356e-05,6.06682e-06,0.659623,277.012,114553,88356.6,6.06682e-06,-3.19895e-05
1.0366e-05,6.07343e-06,0.661857,276.961,114159,87998.7,6.07343e-06,-3.21245e-05
1.0376e-05,6.08006e-06,0.664062,276.912,113765,87641.3,6.08006e-06,-3.22578e-05
1.0386e-05,6.08671e-06,0.666239,276.863,113372,87284.4,6.08671e-06,-3.23894e-05
1.0396e-05,6.09339e-06,0.668391,276.816,112981,86928.1,6.09339e-06,-3.25191e-05
1.0406e-05,6.10008e-06,0.670516,276.77,112590,86572.4,6.10008e-06,-3.26471e-05
1.0416e-05,6.1068e-06,0.672616,276.724,112201,86217.2,6.1068e-06,-3.27734e-05
1.0426e-05,6.11353e-06,0.674693,276.68,111812,85862.7,6.11353e-06,-3.28978e-05
1.0436e-05,6.12029e-06,0.676747,276.637,111425,85508.7,6.12029e-06,-3.30205e-05
1.0446e-05,6.12707e-06,0.678778,276.595,111038,85155.4,6.12707e-06,-3.31415e-05
1.0456e-05,6.13387e-06,0.680788,276.554,110653,84802.7,6.13387e-06,-3.32607e-05
1.0466e-05,6.14068e-06,0.682777,276.513,110268,84450.7,6.14068e-06,-3.33782e-05
1.0476e-05,6.14752e-06,0.684747,276.474,109885,84099.3,6.14752e-06,-3.34939e-05
1.0486e-05,6.15438e-06,0.686698,276.436,109503,83748.6,6.15438e-06,-3.36079e-05
1.0496e-05,6.16126e-06,0.688631,276.399,109122,83398.6,6.16126e-06,-3.37203e-05
1.0506e-05,6.16815e-06,0.690546,276.363,108742,83049.3,6.16815e-06,-3.38309e-05
1.0516e-05,6.17507e-06,0.692445,276.328,108363,82700.8,6.17507e-06,-3.39399e-05
1.0526e-05,6.182e-06,0.694327,276.293,107985,82352.9,6.182e-06,-3.40473e-05
1.0536e-05,6.18895e-06,0.696195,276.26,107608,82005.9,6.18895e-06,-3.4153e-05
1.0546e-05,6.19592e-06,0.698048,276.228,107233,81659.5,6.19592e-06,-3.42571e-05
1.0556e-05,6.20291e-06,0.699887,276.196,106858,81314,6.20291e-06,-3.43596e-05
1.0566e-05,6.20992e-06,0.701712,276.165,106485,80969.2,6.20992e-06,-3.44605e-05
1.0576e-05,6.21695e-06,0.703525,276.136,106113,80625.3,6.21695e-06,-3.45599e-05
1.0586e-05,6.22399e-06,0.705326,276.107,105742,80282.2,6.22399e-06,-3.46578e-05
1.0596e-05,6.23105e-06,0.707115,276.079,105372,79939.9,6.23105e-06,-3.47541e-05
1.0606e-05,6.23813e-06,0.708893,276.052,105003,79598.4,6.23813e-06,-3.4849e-05
1.0616e-05,6.24523e-06,0.710661,276.025,104635,79257.8,6.24523e-06,-3.49424e-05
1.0626e-05,6.25235e-06,0.712418,276,104268,78918.1,6.25235e-06,-3.50343e-05
1.0636e-05,6.25948e-06,0.714165,275.975,103903,78579.2,6.25948e-06,-3.51248e-05
1.0646e-05,6.26663e-06,0.715904,275.951,103538,78241.3,6.26663e-06,-3.52139e-05
1.0656e-05,6.2738e-06,0.717633,275.928,103175,77904.3,6.2738e-06,-3.53017e-05
1.0666e-05,6.28098e-06,0.719354,275.906,102813,77568.2,6.28098e-06,-3.53881e-05
1.0676e-05,6.28819e-06,0.721066,275.884,102452,77233,6.28819e-06,-3.54732e-05
1.0686e-05,6.2954e-06,0.722771,275.863,102092,76898.8,6.2954e-06,-3.55569e-05
1.0696e-05,6.30264e-06,0.724467,275.843,101733,76565.5,6.30264e-06,-3.56394e-05
1.0706e-05,6.30989e-06,0.726157,275.823,101375,76233.2,6.30989e-06,-3.57206e-05
1.0716e-05,6.31716e-06,0.727839,275.805,101018,75902,6.31716e-06,-3.58006e-05
1.0726e-05,6.32445e-06,0.729514,275.786,100663,75571.7,6.32445e-06,-3.58793e-05
1.0736e-05,6.33175e-06,0.731182,275.769,100308,75242.4,6.33175e-06,-3.59569e-05
1.0746e-05,6.33907e-06,0.732844,275.752,99955.1,74914.2,6.33907e-06,-3.60333e-05
1.0756e-05,6.34641e-06,0.734499,275.736,99602.8,74587,6.34641e-06,-3.61085e-05
1.0766e-05,6.35376e-06,0.736147,275.72,99251.6,74260.8,6.35376e-06,-3.61826e-05
1.0776e-05,6.36113e-06,0.737789,275.706,98901.5,73935.8,6.36113e-06,-3.62556e-05
1.0786e-05,6.36852e-06,0.739425,275.691,98552.5,73611.8,6.36852e-06,-3.63275e-05
1.0796e-05,6.37592e-06,0.741054,275.677,98204.6,73288.9,6.37592e-06,-3.63983e-05
1.0806e-05,6.38334e-06,0.742676,275.664,97857.8,72967.1,6.38334e-06,-3.64681e-05
1.0816e-05,6.39078e-06,0.744293,275.652,97512,72646.4,6.39078e-06,-3.65368e-05
1.0826e-05,6.39823e-06,0.745902,275.64,97167.4,72326.9,6.39823e-06,-3.66045e-05
1.0836e-05,6.40569e-06,0.747505,275.628,96823.8,72008.5,6.40569e-06,-3.66712e-05
1.0846e-05,6.41318e-06,0.749102,275.617,96481.3,71691.3,6.41318e-06,-3.67369e-05
1.0856e-05,6.42068e-06,0.750691,275.607,96139.8,71375.2,6.42068e-06,-3.68017e-05
1.0866e-05,6.42819e-06,0.752274,275.597,95799.5,71060.3,6.42819e-06,-3.68654e-05
1.0876e-05,6.43572e-06,0.753849,275.588,95460.2,70746.6,6.43572e-06,-3.69283e-05
1.0886e-05,6.44327e-06,0.755418,275.579,95121.9,70434.2,6.44327e-06,-3.69902e-05
1.0896e-05,6.45083e-06,0.756978,275.571,94784.8,70122.9,6.45083e-06,-3.70511e-05
1.0906e-05,6.45841e-06,0.758531,275.563,94448.7,69812.9,6.45841e-06,-3.71112e-05
1.0916e-05,6.466e-06,0.760076,275.555,94113.7,69504.1,6.466e-06,-3.71704e-05
1.0926e-05,6.47361e-06,0.761613,275.549,93779.8,69196.6,6.47361e-06,-3.72287e-05
1.0936e-05,6.48123e-06,0.763141,275.542,93446.9,68890.3,6.48123e-06,-3.72861e-05
1.0946e-05,6.48887e-06,0.764661,275.536,93115.1,68585.3,6.48887e-06,-3.73426e-05
1.0956e-05,6.49653e-06,0.766171,275.531,92784.4,68281.6,6.49653e-06,-3.73983e-05
1.0966e-05,6.50419e-06,0.767672,275.526,92454.7,67979.3,6.50419e-06,-3.74531e-05
1.0976e-05,6.51188e-06,0.769163,275.521,92126.1,67678.2,6.51188e-06,-3.75071e-05
1.0986e-05,6.51958e-06,0.770644,275.517,91798.6,67378.4,6.51958e-06,-3.75602e-05
1.0996e-05,6.52729e-06,0.772115,275.513,91472.2,67080.1,6.52729e-06,-3.76125e-05
1.1006e-05,6.53502e-06,0.773574,275.51,91146.8,66783,6.53502e-06,-3.7664e-05
1.1016e-05,6.54276e-06,0.775023,275.507,90822.5,66487.3,6.54276e-06,-3.77146e-05
1.1026e-05,6.55052e-06,0.77646,275.505,90499.3,66193,6.55052e-06,-3.77644e-05
1.1036e-05,6.55829e-06,0.777884,275.503,90177.2,65900.1,6.55829e-06,-3.78134e-05
1.1046e-05,6.56608e-06,0.779297,275.501,89856.1,65608.6,6.56608e-06,-3.78616e-05
1.1056e-05,6.57388e-06,0.780696,275.5,89536.1,65318.5,6.57388e-06,-3.79089e-05
1.1066e-05,6.58169e-06,0.782082,275.5,89217.3,65029.8,6.58169e-06,-3.79555e-05
1.1076e-05,6.58952e-06,0.783454,275.499,88899.5,64742.5,6.58952e-06,-3.80012e-05
1.1086e-05,6.59736e-06,0.784811,275.5,88582.8,64456.7,6.59736e-06,-3.8046e-05
1.1096e-05,6.60522e-06,0.786154,275.5,88267.2,64172.4,6.60522e-06,-3.80901e-05
1.1106e-05,6.61308e-06,0.787481,275.501,87952.7,63889.5,6.61308e-06,-3.81333e-05
1.1116e-05,6.62097e-06,0.788793,275.503,87639.3,63608.1,6.62097e-06,-3.81757e-05
1.1126e-05,6.62886e-06,0.790088,275.504,87327,63328.1,6.62886e-06,-3.82172e-05
1.1136e-05,6.63677e-06,0.791367,275.507,87015.8,63049.7,6.63677e-06,-3.8258e-05
1.1146e-05,6.64469e-06,0.792628,275.509,86705.7,62772.8,6.64469e-06,-3.82978e-05
1.1156e-05,6.65262e-06,0.793871,275.512,86396.8,62497.4,6.65262e-06,-3.83368e-05
1.1166e-05,6.66056e-06,0.795096,275.516,86088.9,62223.5,6.66056e-06,-3.8375e-05
1.1176e-05,6.66852e-06,0.796302,275.52,85782.2,61951.2,6.66852e-06,-3.84122e-05
1.1186e-05,6.67649e-06,0.797488,275.524,85476.7,61680.5,6.67649e-06,-3.84486e-05
1.1196e-05,6.68447e-06,0.798654,275.529,85172.2,61411.3,6.68447e-06,-3.84842e-05
1.1206e-05,6.69246e-06,0.7998,275.534,84868.9,61143.7,6.69246e-06,-3.85188e-05
1.1216e-05,6.70047e-06,0.800924,275.54,84566.8,60877.6,6.70047e-06,-3.85525e-05
1.1226e-05,6.70848e-06,0.802027,275.546,84265.8,60613.2,6.70848e-06,-3.85853e-05
1.1236e-05,6.71651e-06,0.803108,275.552,83965.9,60350.4,6.71651e-06,-3.86172e-05
1.1246e-05,6.72454e-06,0.804165,275.559,83667.2,60089.2,6.72454e-06,-3.86481e-05
1.1256e-05,6.73259e-06,0.805199,275.567,83369.7,59829.6,6.73259e-06,-3.86781e-05
1.1266e-05,6.74065e-06,0.806209,275.575,83073.3,59571.6,6.74065e-06,-3.87072e-05
1.1276e-05,6.74872e-06,0.807194,275.583,82778.1,59315.3,6.74872e-06,-3.87353e-05
1.1286e-05,6.75679e-06,0.808154,275.592,82484.1,59060.7,6.75679e-06,-3.87624e-05
1.1296e-05,6.76488e-06,0.809088,275.601,82191.3,58807.7,6.76488e-06,-3.87885e-05
1.1306e-05,6.77297e-06,0.809996,275.61,81899.7,58556.4,6.77297e-06,-3.88136e-05
1.1316e-05,6.78108e-06,0.810877,275.62,81609.3,58306.8,6.78108e-06,-3.88376e-05
1.1326e-05,6.78919e-06,0.81173,275.631,81320,58058.9,6.78919e-06,-3.88607e-05
1.1336e-05,6.79731e-06,0.812555,275.642,81032,57812.7,6.79731e-06,-3.88826e-05
1.1346e-05,6.80544e-06,0.813351,275.654,80745.2,57568.3,6.80544e-06,-3.89036e-05
1.1356e-05,6.81358e-06,0.814118,275.666,80459.7,57325.5,6.81358e-06,-3.89234e-05
1.1366e-05,6.82172e-06,0.814855,275.678,80175.3,57084.5,6.82172e-06,-3.89421e-05
1.1376e-05,6.82988e-06,0.815561,275.691,79892.2,56845.2,6.82988e-06,-3.89597e-05
1.1386e-05,6.83804e-06,0.816236,275.704,79610.4,56607.7,6.83804e-06,-3.89762e-05
1.1396e-05,6.8462e-06,0.816879,275.718,79329.8,56372,6.8462e-06,-3.89916e-05
1.1406e-05,6.85437e-06,0.817489,275.733,79050.4,56138,6.85437e-06,-3.90058e-05
1.1416e-05,6.86255e-06,0.818067,275.748,78772.3,55905.8,6.86255e-06,-3.90188e-05
1.1426e-05,6.87073e-06,0.818611,275.763,78495.5,55675.4,6.87073e-06,-3.90306e-05
1.1436e-05,6.87892e-06,0.819121,275.779,78219.9,55446.8,6.87892e-06,-3.90412e-05
1.1446e-05,6.88712e-06,0.819595,275.796,77945.6,55220,6.88712e-06,-3.90505e-05
1.1456e-05,6.89531e-06,0.820035,275.813,77672.6,54995.1,6.89531e-06,-3.90586e-05
1.1466e-05,6.90352e-06,0.820438,275.83,77400.9,54772,6.90352e-06,-3.90655e-05
1.1476e-05,6.91172e-06,0.820804,275.848,77130.5,54550.7,6.91172e-06,-3.9071e-05
1.1486e-05,6.91993e-06,0.821134,275.867,76861.4,54331.2,6.91993e-06,-3.90753e-05
1.1496e-05,6.92815e-06,0.821425,275.886,76593.6,54113.6,6.92815e-06,-3.90782e-05
1.1506e-05,6.93636e-06,0.821678,275.906,76327.1,53897.9,6.93636e-06,-3.90798e-05
1.1516e-05,6.94458e-06,0.821892,275.926,76062,53684,6.94458e-06,-3.90801e-05
1.1526e-05,6.9528e-06,0.822065,275.947,75798.2,53472.1,6.9528e-06,-3.90789e-05
1.1536e-05,6.96102e-06,0.822199,275.969,75535.7,53262,6.96102e-06,-3.90764e-05
1.1546e-05,6.96924e-06,0.822292,275.991,75274.5,53053.8,6.96924e-06,-3.90724e-05
1.1556e-05,6.97747e-06,0.822343,276.013,75014.7,52847.5,6.97747e-06,-3.9067e-05
1.1566e-05,6.98569e-06,0.822352,276.036,74756.3,52643.1,6.98569e-06,-3.90602e-05
1.1576e-05,6.99391e-06,0.822318,276.06,74499.3,52440.7,6.99391e-06,-3.90518e-05
1.1586e-05,7.00214e-06,0.822241,276.085,74243.6,52240.2,7.00214e-06,-3.9042e-05
1.1596e-05,7.01036e-06,0.82212,276.109,73989.2,52041.6,7.01036e-06,-3.90307e-05
1.1606e-05,7.01858e-06,0.821955,276.135,73736.3,51845,7.01858e-06,-3.90179e-05
1.1616e-05,7.0268e-06,0.821744,276.161,73484.7,51650.3,7.0268e-06,-3.90034e-05
1.1626e-05,7.03501e-06,0.821488,276.188,73234.6,51457.6,7.03501e-06,-3.89875e-05
1.1636e-05,7.04323e-06,0.821185,276.215,72985.8,51266.8,7.04323e-06,-3.89699e-05
1.1646e-05,7.05144e-06,0.820835,276.243,72738.5,51078,7.05144e-06,-3.89507e-05
1.1656e-05,7.05964e-06,0.820438,276.272,72492.5,50891.3,7.05964e-06,-3.89299e-05
1.1666e-05,7.06785e-06,0.819992,276.301,72248,50706.5,7.06785e-06,-3.89075e-05
1.1676e-05,7.07604e-06,0.819498,276.331,72004.9,50523.7,7.07604e-06,-3.88834e-05
1.1686e-05,7.08423e-06,0.818955,276.362,71763.3,50342.9,7.08423e-06,-3.88576e-05
1.1696e-05,7.09242e-06,0.818362,276.393,71523.1,50164.1,7.09242e-06,-3.88301e-05
1.1706e-05,7.1006e-06,0.817718,276.425,71284.3,49987.3,7.1006e-06,-3.88008e-05
1.1716e-05,7.10878e-06,0.817023,276.458,71047,49812.6,7.10878e-06,-3.87698e-05
1.1726e-05,7.11694e-06,0.816276,276.491,70811.1,49639.9,7.11694e-06,-3.87371e-05
1.1736e-05,7.1251e-06,0.815477,276.525,70576.7,49469.2,7.1251e-06,-3.87026e-05
1.1746e-05,7.13325e-06,0.814626,276.559,70343.8,49300.6,7.13325e-06,-3.86662e-05
1.1756e-05,7.14139e-06,0.81372,276.595,70112.3,49134,7.14139e-06,-3.86281e-05
1.1766e-05,7.14953e-06,0.812761,276.631,69882.3,48969.5,7.14953e-06,-3.85881e-05
1.1776e-05,7.15765e-06,0.811747,276.667,69653.8,48807.1,7.15765e-06,-3.85463e-05
1.1786e-05,7.16576e-06,0.810678,276.705,69426.8,48646.7,7.16576e-06,-3.85025e-05
1.1796e-05,7.17386e-06,0.809554,276.743,69201.3,48488.5,7.17386e-06,-3.84569e-05
1.1806e-05,7.18195e-06,0.808372,276.781,68977.3,48332.3,7.18195e-06,-3.84093e-05
1.1816e-05,7.19003e-06,0.807134,276.821,68754.8,48178.2,7.19003e-06,-3.83598e-05
1.1826e-05,7.19809e-06,0.805839,276.861,68533.8,48026.2,7.19809e-06,-3.83084e-05
1.1836e-05,7.20615e-06,0.804485,276.902,68314.4,47876.3,7.20615e-06,-3.8255e-05
1.1846e-05,7.21418e-06,0.803073,276.944,68096.5,47728.5,7.21418e-06,-3.81996e-05
1.1856e-05,7.22221e-06,0.801601,276.986,67880.1,47582.8,7.22221e-06,-3.81421e-05
1.1866e-05,7.23022e-06,0.800069,277.029,67665.2,47439.2,7.23022e-06,-3.80827e-05
1.1876e-05,7.23821e-06,0.798478,277.073,67451.9,47297.8,7.23821e-06,-3.80212e-05
1.1886e-05,7.24618e-06,0.796825,277.117,67240.1,47158.5,7.24618e-06,-3.79576e-05
1.1896e-05,7.25414e-06,0.79511,277.163,67029.9,47021.4,7.25414e-06,-3.78919e-05
1.1906e-05,7.26209e-06,0.793334,277.209,66821.2,46886.4,7.26209e-06,-3.78241e-05
1.1916e-05,7.27001e-06,0.791494,277.255,66614.1,46753.5,7.27001e-06,-3.77542e-05
1.1926e-05,7.27792e-06,0.789592,277.303,66408.6,46622.8,7.27792e-06,-3.76822e-05
1.1936e-05,7.2858e-06,0.787625,277.351,66204.7,46494.2,7.2858e-06,-3.7608e-05
1.1946e-05,7.29367e-06,0.785594,277.4,66002.3,46367.9,7.29367e-06,-3.75316e-05
1.1956e-05,7.30151e-06,0.783498,277.45,65801.5,46243.6,7.30151e-06,-3.7453e-05
1.1966e-05,7.30934e-06,0.781337,277.501,65602.4,46121.6,7.30934e-06,-3.73722e-05
1.1976e-05,7.31714e-06,0.779109,277.552,65404.8,46001.7,7.31714e-06,-3.72892e-05
1.1986e-05,7.32492e-06,0.776815,277.605,65208.8,45884.1,7.32492e-06,-3.72039e-05
1.1996e-05,7.33268e-06,0.774453,277.658,65014.4,45768.6,7.33268e-06,-3.71163e-05
1.2006e-05,7.34041e-06,0.772024,277.711,64821.7,45655.3,7.34041e-06,-3.70264e-05
1.2016e-05,7.34812e-06,0.769526,277.766,64630.6,45544.2,7.34812e-06,-3.69343e-05
1.2026e-05,7.3558e-06,0.766959,277.821,64441,45435.3,7.3558e-06,-3.68398e-05
1.2036e-05,7.36346e-06,0.764322,277.878,64253.2,45328.6,7.36346e-06,-3.6743e-05
1.2046e-05,7.37109e-06,0.761616,277.935,64066.9,45224.1,7.37109e-06,-3.66438e-05
1.2056e-05,7.37869e-06,0.758839,277.992,63882.3,45121.9,7.37869e-06,-3.65422e-05
1.2066e-05,7.38626e-06,0.75599,278.051,63699.4,45021.8,7.38626e-06,-3.64382e-05
1.2076e-05,7.39381e-06,0.75307,278.11,63518.1,44924,7.39381e-06,-3.63318e-05
1.2086e-05,7.40132e-06,0.750077,278.171,63338.4,44828.4,7.40132e-06,-3.6223e-05
1.2096e-05,7.40881e-06,0.747011,278.232,63160.5,44735,7.40881e-06,-3.61118e-05
1.2106e-05,7.41626e-06,0.743872,278.294,62984.1,44643.9,7.41626e-06,-3.5998e-05
1.2116e-05,7.42369e-06,0.740659,278.356,62809.5,44555,7.42369e-06,-3.58818e-05
1.2126e-05,7.43108e-06,0.737371,278.42,62636.6,44468.4,7.43108e-06,-3.57631e-05
1.2136e-05,7.43843e-06,0.734008,278.485,62465.3,44384,7.43843e-06,-3.56418e-05
1.2146e-05,7.44576e-06,0.73057,278.55,62295.7,44301.8,7.44576e-06,-3.5518e-05
1.2156e-05,7.45304e-06,0.727055,278.616,62127.8,44221.9,7.45304e-06,-3.53917e-05
1.2166e-05,7.4603e-06,0.723463,278.683,61961.7,44144.3,7.4603e-06,-3.52628e-05
1.2176e-05,7.46751e-06,0.719793,278.751,61797.2,44068.9,7.46751e-06,-3.51313e-05
1.2186e-05,7.47469e-06,0.716046,278.82,61634.5,43995.7,7.47469e-06,-3.49972e-05
1.2196e-05,7.48183e-06,0.71222,278.889,61473.4,43924.9,7.48183e-06,-3.48604e-05
1.2206e-05,7.48894e-06,0.708315,278.96,61314.1,43856.3,7.48894e-06,-3.47211e-05
1.2216e-05,7.496e-06,0.704331,279.031,61156.6,43789.9,7.496e-06,-3.4579e-05
1.2226e-05,7.50302e-06,0.700266,279.103,61000.7,43725.8,7.50302e-06,-3.44343e-05
1.2236e-05,7.51001e-06,0.69612,279.177,60846.6,43664.1,7.51001e-06,-3.42869e-05
1.2246e-05,7.51695e-06,0.691893,279.251,60694.3,43604.5,7.51695e-06,-3.41367e-05
1.2256e-05,7.52384e-06,0.687585,279.325,60543.7,43547.3,7.52384e-06,-3.39839e-05
1.2266e-05,7.5307e-06,0.683194,279.401,60394.9,43492.4,7.5307e-06,-3.38283e-05
1.2276e-05,7.53751e-06,0.67872,279.478,60247.9,43439.7,7.53751e-06,-3.36699e-05
1.2286e-05,7.54427e-06,0.674162,279.556,60102.6,43389.3,7.54427e-06,-3.35087e-05
1.2296e-05,7.55099e-06,0.66952,279.634,59959.1,43341.2,7.55099e-06,-3.33448e-05
1.2306e-05,7.55766e-06,0.664794,279.714,59817.4,43295.4,7.55766e-06,-3.3178e-05
1.2316e-05,7.56428e-06,0.659983,279.794,59677.5,43251.9,7.56428e-06,-3.30084e-05
