t_s,R_m,U_m_s,T_g_K,p_g_pa,p_inf_pa,delta_T_m,Q_out_W
1.1926e-05,5.72438e-06,-0.0842027,296.749,146098,120425,5.72438e-06,6.73126e-06
1.1936e-05,5.72355e-06,-0.083209,296.72,146148,120470,5.72355e-06,6.67649e-06
1.1946e-05,5.72272e-06,-0.0822134,296.691,146197,120514,5.72272e-06,6.62159e-06
1.1956e-05,5.7219e-06,-0.081216,296.662,146245,120557,5.7219e-06,6.56656e-06
1.1966e-05,5.72109e-06,-0.0802166,296.633,146293,120600,5.72109e-06,6.5114e-06
1.1976e-05,5.7203e-06,-0.0792153,296.604,146340,120642,5.7203e-06,6.45612e-06
1.1986e-05,5.71951e-06,-0.0782121,296.575,146386,120683,5.71951e-06,6.40071e-06
1.1996e-05,5.71873e-06,-0.0772068,296.546,146431,120723,5.71873e-06,6.34518e-06
1.2006e-05,5.71797e-06,-0.0761996,296.517,146475,120763,5.71797e-06,6.28951e-06
1.2016e-05,5.71721e-06,-0.0751903,296.487,146519,120802,5.71721e-06,6.23372e-06
1.2026e-05,5.71646e-06,-0.074179,296.458,146562,120840,5.71646e-06,6.17779e-06
1.2036e-05,5.71573e-06,-0.0731657,296.428,146604,120877,5.71573e-06,6.12174e-06
1.2046e-05,5.715e-06,-0.0721503,296.398,146645,120913,5.715e-06,6.06556e-06
1.2056e-05,5.71428e-06,-0.0711328,296.369,146686,120949,5.71428e-06,6.00925e-06
1.2066e-05,5.71358e-06,-0.0701133,296.339,146726,120984,5.71358e-06,5.95281e-06
1.2076e-05,5.71288e-06,-0.0690916,296.309,146764,121018,5.71288e-06,5.89623e-06
1.2086e-05,5.71219e-06,-0.068068,296.279,146802,121052,5.71219e-06,5.83953e-06
1.2096e-05,5.71152e-06,-0.0670422,296.249,146840,121084,5.71152e-06,5.78269e-06
1.2106e-05,5.71085e-06,-0.0660143,296.219,146876,121116,5.71085e-06,5.72572e-06
1.2116e-05,5.7102e-06,-0.0649844,296.188,146912,121147,5.7102e-06,5.66862e-06
1.2126e-05,5.70955e-06,-0.0639524,296.158,146946,121177,5.70955e-06,5.61138e-06
1.2136e-05,5.70892e-06,-0.0629183,296.128,146980,121207,5.70892e-06,5.55401e-06
1.2146e-05,5.7083e-06,-0.0618821,296.097,147013,121235,5.7083e-06,5.49651e-06
1.2156e-05,5.70768e-06,-0.0608439,296.067,147046,121263,5.70768e-06,5.43888e-06
1.2166e-05,5.70708e-06,-0.0598037,296.036,147077,121290,5.70708e-06,5.38111e-06
1.2176e-05,5.70649e-06,-0.0587615,296.005,147108,121317,5.70649e-06,5.3232e-06
1.2186e-05,5.7059e-06,-0.0577173,295.974,147137,121342,5.7059e-06,5.26517e-06
1.2196e-05,5.70533e-06,-0.056671,295.943,147166,121367,5.70533e-06,5.207e-06
1.2206e-05,5.70477e-06,-0.0556229,295.912,147194,121391,5.70477e-06,5.14869e-06
1.2216e-05,5.70422e-06,-0.0545728,295.881,147222,121414,5.70422e-06,5.09026e-06
1.2226e-05,5.70368e-06,-0.0535207,295.85,147248,121436,5.70368e-06,5.03168e-06
1.2236e-05,5.70315e-06,-0.0524668,295.819,147274,121458,5.70315e-06,4.97298e-06
1.2246e-05,5.70263e-06,-0.0514111,295.787,147298,121479,5.70263e-06,4.91414e-06
1.2256e-05,5.70212e-06,-0.0503535,295.756,147322,121499,5.70212e-06,4.85517e-06
1.2266e-05,5.70162e-06,-0.0492941,295.725,147345,121518,5.70162e-06,4.79607e-06
1.2276e-05,5.70113e-06,-0.048233,295.693,147367,121536,5.70113e-06,4.73683e-06
1.2286e-05,5.70066e-06,-0.0471702,295.661,147388,121554,5.70066e-06,4.67746e-06
1.2296e-05,5.70019e-06,-0.0461056,295.63,147409,121571,5.70019e-06,4.61796e-06
1.2306e-05,5.69974e-06,-0.0450395,295.598,147428,121587,5.69974e-06,4.55833e-06
1.2316e-05,5.69929e-06,-0.0439717,295.566,147447,121602,5.69929e-06,4.49857e-06
1.2326e-05,5.69886e-06,-0.0429024,295.534,147465,121616,5.69886e-06,4.43868e-06
1.2336e-05,5.69843e-06,-0.0418315,295.502,147482,121630,5.69843e-06,4.37867e-06
1.2346e-05,5.69802e-06,-0.0407592,295.47,147498,121643,5.69802e-06,4.31852e-06
1.2356e-05,5.69762e-06,-0.0396854,295.437,147513,121655,5.69762e-06,4.25825e-06
1.2366e-05,5.69723e-06,-0.0386103,295.405,147527,121666,5.69723e-06,4.19786e-06
1.2376e-05,5.69684e-06,-0.0375338,295.373,147540,121676,5.69684e-06,4.13734e-06
1.2386e-05,5.69648e-06,-0.0364561,295.34,147553,121686,5.69648e-06,4.07669e-06
1.2396e-05,5.69612e-06,-0.0353771,295.308,147565,121695,5.69612e-06,4.01593e-06
1.2406e-05,5.69577e-06,-0.0342969,295.275,147576,121703,5.69577e-06,3.95504e-06
1.2416e-05,5.69543e-06,-0.0332157,295.243,147585,121710,5.69543e-06,3.89404e-06
1.2426e-05,5.6951e-06,-0.0321333,295.21,147595,121716,5.6951e-06,3.83291e-06
1.2436e-05,5.69479e-06,-0.0310499,295.177,147603,121722,5.69479e-06,3.77167e-06
1.2446e-05,5.69448e-06,-0.0299655,295.144,147610,121726,5.69448e-06,3.71032e-06
1.2456e-05,5.69419e-06,-0.0288802,295.111,147616,121730,5.69419e-06,3.64885e-06
1.2466e-05,5.6939e-06,-0.0277941,295.078,147622,121734,5.6939e-06,3.58727e-06
1.2476e-05,5.69363e-06,-0.0267071,295.045,147627,121736,5.69363e-06,3.52559e-06
1.2486e-05,5.69337e-06,-0.0256193,295.012,147630,121737,5.69337e-06,3.46379e-06
1.2496e-05,5.69312e-06,-0.0245309,294.979,147633,121738,5.69312e-06,3.40189e-06
1.2506e-05,5.69288e-06,-0.0234418,294.946,147635,121738,5.69288e-06,3.33988e-06
1.2516e-05,5.69265e-06,-0.0223522,294.912,147637,121737,5.69265e-06,3.27777e-06
1.2526e-05,5.69243e-06,-0.0212619,294.879,147637,121736,5.69243e-06,3.21556e-06
1.2536e-05,5.69223e-06,-0.0201712,294.845,147636,121733,5.69223e-06,3.15326e-06
1.2546e-05,5.69203e-06,-0.0190801,294.812,147635,121730,5.69203e-06,3.09085e-06
1.2556e-05,5.69184e-06,-0.0179886,294.778,147632,121726,5.69184e-06,3.02836e-06
1.2566e-05,5.69167e-06,-0.0168967,294.745,147629,121721,5.69167e-06,2.96577e-06
1.2576e-05,5.69151e-06,-0.0158046,294.711,147625,121715,5.69151e-06,2.90309e-06
1.2586e-05,5.69135e-06,-0.0147122,294.677,147620,121708,5.69135e-06,2.84032e-06
1.2596e-05,5.69121e-06,-0.0136197,294.644,147614,121701,5.69121e-06,2.77747e-06
1.2606e-05,5.69108e-06,-0.0125271,294.61,147607,121693,5.69108e-06,2.71454e-06
1.2616e-05,5.69096e-06,-0.0114344,294.576,147600,121684,5.69096e-06,2.65153e-06
1.2626e-05,5.69085e-06,-0.0103416,294.542,147591,121674,5.69085e-06,2.58844e-06
1.2636e-05,5.69075e-06,-0.00924892,294.508,147582,121664,5.69075e-06,2.52528e-06
1.2646e-05,5.69067e-06,-0.00815627,294.474,147571,121652,5.69067e-06,2.46204e-06
1.2656e-05,5.69059e-06,-0.00706375,294.44,147560,121640,5.69059e-06,2.39873e-06
1.2666e-05,5.69053e-06,-0.00597138,294.406,147548,121627,5.69053e-06,2.33536e-06
1.2676e-05,5.69047e-06,-0.00487922,294.372,147535,121614,5.69047e-06,2.27192e-06
1.2686e-05,5.69043e-06,-0.00378731,294.338,147522,121599,5.69043e-06,2.20842e-06
1.2696e-05,5.6904e-06,-0.00269569,294.304,147507,121584,5.6904e-06,2.14485e-06
1.2706e-05,5.69037e-06,-0.0016044,294.269,147492,121567,5.69037e-06,2.08123e-06
1.2716e-05,5.69036e-06,-0.000513475,294.235,147475,121551,5.69036e-06,2.01756e-06
1.2726e-05,5.69036e-06,0.000577041,294.201,147458,121533,5.69036e-06,1.95383e-06
1.2736e-05,5.69038e-06,0.00166711,294.167,147440,121514,5.69038e-06,1.89006e-06
1.2746e-05,5.6904e-06,0.00275671,294.132,147421,121495,5.6904e-06,1.82623e-06
1.2756e-05,5.69043e-06,0.00384579,294.098,147401,121475,5.69043e-06,1.76236e-06
1.2766e-05,5.69047e-06,0.00493433,294.064,147381,121454,5.69047e-06,1.69845e-06
1.2776e-05,5.69053e-06,0.00602229,294.029,147359,121432,5.69053e-06,1.6345e-06
1.2786e-05,5.6906e-06,0.00710965,293.995,147337,121410,5.6906e-06,1.57052e-06
1.2796e-05,5.69067e-06,0.00819637,293.96,147314,121386,5.69067e-06,1.5065e-06
1.2806e-05,5.69076e-06,0.00928244,293.926,147290,121362,5.69076e-06,1.44244e-06
1.2816e-05,5.69086e-06,0.0103678,293.891,147265,121337,5.69086e-06,1.37836e-06
1.2826e-05,5.69097e-06,0.0114525,293.857,147239,121312,5.69097e-06,1.31425e-06
1.2836e-05,5.69109e-06,0.0125364,293.822,147212,121285,5.69109e-06,1.25012e-06
1.2846e-05,5.69122e-06,0.0136196,293.788,147185,121258,5.69122e-06,1.18596e-06
1.2856e-05,5.69136e-06,0.014702,293.753,147157,121230,5.69136e-06,1.12179e-06
1.2866e-05,5.69151e-06,0.0157836,293.719,147127,121201,5.69151e-06,1.05759e-06
1.2876e-05,5.69167e-06,0.0168644,293.684,147097,121171,5.69167e-06,9.93386e-07
1.2886e-05,5.69185e-06,0.0179444,293.65,147067,121141,5.69185e-06,9.29166e-07
1.2896e-05,5.69203e-06,0.0190235,293.615,147035,121110,5.69203e-06,8.64935e-07
1.2906e-05,5.69223e-06,0.0201018,293.581,147003,121078,5.69223e-06,8.00697e-07
1.2916e-05,5.69244e-06,0.0211792,293.546,146969,121045,5.69244e-06,7.36452e-07
1.2926e-05,5.69265e-06,0.0222558,293.511,146935,121011,5.69265e-06,6.72204e-07
1.2936e-05,5.69288e-06,0.0233314,293.477,146900,120977,5.69288e-06,6.07955e-07
1.2946e-05,5.69312e-06,0.0244062,293.442,146864,120942,5.69312e-06,5.43705e-07
1.2956e-05,5.69337e-06,0.02548,293.408,146828,120906,5.69337e-06,4.79459e-07
1.2966e-05,5.69363e-06,0.026553,293.373,146790,120869,5.69363e-06,4.15217e-07
1.2976e-05,5.6939e-06,0.027625,293.339,146752,120832,5.6939e-06,3.50982e-07
1.2986e-05,5.69418e-06,0.0286961,293.304,146713,120794,5.69418e-06,2.86755e-07
1.2996e-05,5.69447e-06,0.0297663,293.27,146673,120755,5.69447e-06,2.22538e-07
1.3006e-05,5.69478e-06,0.0308356,293.235,146632,120715,5.69478e-06,1.58334e-07
1.3016e-05,5.69509e-06,0.031904,293.201,146591,120675,5.69509e-06,9.41437e-08
1.3026e-05,5.69541e-06,0.0329714,293.166,146549,120634,5.69541e-06,2.99692e-08
1.3036e-05,5.69575e-06,0.0340379,293.132,146506,120592,5.69575e-06,-3.41878e-08
1.3046e-05,5.6961e-06,0.0351035,293.097,146462,120549,5.6961e-06,-9.83256e-08
1.3056e-05,5.69645e-06,0.0361682,293.063,146417,120505,5.69645e-06,-1.62443e-07
1.3066e-05,5.69682e-06,0.0372319,293.028,146371,120461,5.69682e-06,-2.26537e-07
1.3076e-05,5.6972e-06,0.0382947,292.994,146325,120416,5.6972e-06,-2.90608e-07
1.3086e-05,5.69758e-06,0.0393567,292.959,146278,120370,5.69758e-06,-3.54654e-07
1.3096e-05,5.69798e-06,0.0404177,292.925,146230,120324,5.69798e-06,-4.18673e-07
1.3106e-05,5.69839e-06,0.0414778,292.891,146181,120276,5.69839e-06,-4.82663e-07
1.3116e-05,5.69881e-06,0.042537,292.856,146132,120228,5.69881e-06,-5.46624e-07
1.3126e-05,5.69924e-06,0.0435953,292.822,146082,120179,5.69924e-06,-6.10554e-07
1.3136e-05,5.69968e-06,0.0446527,292.788,146031,120130,5.69968e-06,-6.74452e-07
1.3146e-05,5.70014e-06,0.0457093,292.754,145979,120080,5.70014e-06,-7.38317e-07
1.3156e-05,5.7006e-06,0.0467649,292.719,145926,120029,5.7006e-06,-8.02147e-07
1.3166e-05,5.70107e-06,0.0478197,292.685,145873,119977,5.70107e-06,-8.65941e-07
1.3176e-05,5.70156e-06,0.0488737,292.651,145819,119924,5.70156e-06,-9.29698e-07
1.3186e-05,5.70205e-06,0.0499268,292.617,145764,119871,5.70205e-06,-9.93418e-07
1.3196e-05,5.70255e-06,0.050979,292.583,145708,119817,5.70255e-06,-1.0571e-06
1.3206e-05,5.70307e-06,0.0520304,292.549,145651,119763,5.70307e-06,-1.12074e-06
1.3216e-05,5.70359e-06,0.0530809,292.514,145594,119707,5.70359e-06,-1.18434e-06
1.3226e-05,5.70413e-06,0.0541306,292.48,145536,119651,5.70413e-06,-1.2479e-06
1.3236e-05,5.70468e-06,0.0551795,292.446,145477,119594,5.70468e-06,-1.31141e-06
1.3246e-05,5.70523e-06,0.0562275,292.412,145418,119537,5.70523e-06,-1.37488e-06
1.3256e-05,5.7058e-06,0.0572748,292.378,145358,119478,5.7058e-06,-1.43831e-06
1.3266e-05,5.70638e-06,0.0583212,292.345,145297,119419,5.70638e-06,-1.50169e-06
1.3276e-05,5.70697e-06,0.0593668,292.311,145235,119360,5.70697e-06,-1.56502e-06
1.3286e-05,5.70757e-06,0.0604116,292.277,145172,119299,5.70757e-06,-1.62831e-06
1.3296e-05,5.70818e-06,0.0614556,292.243,145109,119238,5.70818e-06,-1.69155e-06
1.3306e-05,5.7088e-06,0.0624988,292.209,145045,119176,5.7088e-06,-1.75474e-06
1.3316e-05,5.70943e-06,0.0635412,292.175,144980,119113,5.70943e-06,-1.81789e-06
1.3326e-05,5.71007e-06,0.0645828,292.142,144915,119050,5.71007e-06,-1.88098e-06
1.3336e-05,5.71072e-06,0.0656236,292.108,144848,118986,5.71072e-06,-1.94402e-06
1.3346e-05,5.71138e-06,0.0666636,292.074,144781,118922,5.71138e-06,-2.00701e-06
1.3356e-05,5.71205e-06,0.0677028,292.041,144713,118856,5.71205e-06,-2.06995e-06
1.3366e-05,5.71273e-06,0.0687413,292.007,144645,118790,5.71273e-06,-2.13284e-06
1.3376e-05,5.71343e-06,0.0697789,291.974,144576,118723,5.71343e-06,-2.19567e-06
1.3386e-05,5.71413e-06,0.0708157,291.94,144506,118656,5.71413e-06,-2.25845e-06
1.3396e-05,5.71484e-06,0.0718517,291.907,144435,118588,5.71484e-06,-2.32117e-06
1.3406e-05,5.71557e-06,0.0728868,291.873,144364,118519,5.71557e-06,-2.38384e-06
1.3416e-05,5.7163e-06,0.0739212,291.84,144292,118450,5.7163e-06,-2.44645e-06
1.3426e-05,5.71704e-06,0.0749548,291.807,144219,118379,5.71704e-06,-2.50901e-06
1.3436e-05,5.7178e-06,0.0759875,291.774,144145,118309,5.7178e-06,-2.57151e-06
1.3446e-05,5.71856e-06,0.0770193,291.74,144071,118237,5.71856e-06,-2.63395e-06
1.3456e-05,5.71934e-06,0.0780504,291.707,143996,118165,5.71934e-06,-2.69633e-06
1.3466e-05,5.72013e-06,0.0790805,291.674,143920,118092,5.72013e-06,-2.75866e-06
1.3476e-05,5.72092e-06,0.0801098,291.641,143844,118019,5.72092e-06,-2.82092e-06
1.3486e-05,5.72173e-06,0.0811382,291.608,143766,117945,5.72173e-06,-2.88313e-06
1.3496e-05,5.72254e-06,0.0821658,291.575,143689,117870,5.72254e-06,-2.94527e-06
1.3506e-05,5.72337e-06,0.0831924,291.542,143610,117794,5.72337e-06,-3.00735e-06
1.3516e-05,5.72421e-06,0.0842181,291.509,143531,117718,5.72421e-06,-3.06937e-06
1.3526e-05,5.72506e-06,0.0852428,291.476,143451,117641,5.72506e-06,-3.13132e-06
1.3536e-05,5.72591e-06,0.0862667,291.443,143370,117564,5.72591e-06,-3.19321e-06
1.3546e-05,5.72678e-06,0.0872895,291.41,143289,117486,5.72678e-06,-3.25504e-06
1.3556e-05,5.72766e-06,0.0883113,291.378,143207,117407,5.72766e-06,-3.3168e-06
1.3566e-05,5.72855e-06,0.0893322,291.345,143124,117328,5.72855e-06,-3.3785e-06
1.3576e-05,5.72945e-06,0.090352,291.312,143041,117248,5.72945e-06,-3.44012e-06
1.3586e-05,5.73035e-06,0.0913707,291.28,142957,117168,5.73035e-06,-3.50168e-06
1.3596e-05,5.73127e-06,0.0923884,291.247,142872,117086,5.73127e-06,-3.56318e-06
1.3606e-05,5.7322e-06,0.093405,291.215,142787,117005,5.7322e-06,-3.6246e-06
1.3616e-05,5.73314e-06,0.0944205,291.182,142700,116922,5.73314e-06,-3.68595e-06
1.3626e-05,5.73409e-06,0.0954348,291.15,142614,116839,5.73409e-06,-3.74723e-06
1.3636e-05,5.73505e-06,0.096448,291.118,142526,116755,5.73505e-06,-3.80843e-06
1.3646e-05,5.73602e-06,0.09746,291.085,142438,116671,5.73602e-06,-3.86957e-06
1.3656e-05,5.737e-06,0.0984708,291.053,142349,116586,5.737e-06,-3.93063e-06
1.3666e-05,5.73799e-06,0.0994803,291.021,142260,116501,5.73799e-06,-3.99161e-06
1.3676e-05,5.73899e-06,0.100488,290.989,142170,116415,5.73899e-06,-4.05252e-06
1.3686e-05,5.74e-06,0.101495,290.957,142079,116328,5.74e-06,-4.11335e-06
1.3696e-05,5.74102e-06,0.102501,290.925,141988,116241,5.74102e-06,-4.1741e-06
1.3706e-05,5.74205e-06,0.103505,290.893,141896,116153,5.74205e-06,-4.23477e-06
1.3716e-05,5.74309e-06,0.104508,290.861,141803,116064,5.74309e-06,-4.29536e-06
1.3726e-05,5.74414e-06,0.105509,290.829,141710,115975,5.74414e-06,-4.35587e-06
1.3736e-05,5.7452e-06,0.106509,290.797,141616,115886,5.7452e-06,-4.4163e-06
1.3746e-05,5.74627e-06,0.107508,290.766,141521,115796,5.74627e-06,-4.47664e-06
1.3756e-05,5.74735e-06,0.108505,290.734,141426,115705,5.74735e-06,-4.53689e-06
1.3766e-05,5.74844e-06,0.1095,290.702,141330,115614,5.74844e-06,-4.59706e-06
1.3776e-05,5.74954e-06,0.110494,290.671,141234,115522,5.74954e-06,-4.65714e-06
1.3786e-05,5.75065e-06,0.111486,290.639,141137,115429,5.75065e-06,-4.71712e-06
1.3796e-05,5.75177e-06,0.112476,290.608,141039,115336,5.75177e-06,-4.77702e-06
1.3806e-05,5.7529e-06,0.113465,290.577,140941,115243,5.7529e-06,-4.83682e-06
1.3816e-05,5.75404e-06,0.114452,290.545,140842,115149,5.75404e-06,-4.89653e-06
1.3826e-05,5.75519e-06,0.115437,290.514,140742,115054,5.75519e-06,-4.95615e-06
1.3836e-05,5.75635e-06,0.116421,290.483,140642,114959,5.75635e-06,-5.01567e-06
1.3846e-05,5.75752e-06,0.117402,290.452,140541,114863,5.75752e-06,-5.07508e-06
1.3856e-05,5.75869e-06,0.118382,290.421,140440,114767,5.75869e-06,-5.1344e-06
1.3866e-05,5.75988e-06,0.11936,290.39,140338,114670,5.75988e-06,-5.19362e-06
1.3876e-05,5.76108e-06,0.120336,290.359,140236,114573,5.76108e-06,-5.25273e-06
1.3886e-05,5.76229e-06,0.121309,290.329,140132,114475,5.76229e-06,-5.31173e-06
1.3896e-05,5.76351e-06,0.122281,290.298,140029,114376,5.76351e-06,-5.37063e-06
1.3906e-05,5.76474e-06,0.123251,290.267,139924,114278,5.76474e-06,-5.42942e-06
1.3916e-05,5.76597e-06,0.124218,290.237,139820,114178,5.76597e-06,-5.4881e-06
1.3926e-05,5.76722e-06,0.125183,290.206,139714,114078,5.76722e-06,-5.54667e-06
1.3936e-05,5.76848e-06,0.126147,290.176,139608,113978,5.76848e-06,-5.60512e-06
1.3946e-05,5.76974e-06,0.127107,290.146,139502,113877,5.76974e-06,-5.66346e-06
1.3956e-05,5.77102e-06,0.128066,290.115,139395,113776,5.77102e-06,-5.72168e-06
1.3966e-05,5.7723e-06,0.129022,290.085,139287,113674,5.7723e-06,-5.77978e-06
1.3976e-05,5.7736e-06,0.129976,290.055,139179,113571,5.7736e-06,-5.83776e-06
1.3986e-05,5.7749e-06,0.130928,290.025,139070,113468,5.7749e-06,-5.89562e-06
1.3996e-05,5.77622e-06,0.131877,289.995,138961,113365,5.77622e-06,-5.95335e-06
1.4006e-05,5.77754e-06,0.132824,289.966,138851,113261,5.77754e-06,-6.01095e-06
1.4016e-05,5.77887e-06,0.133768,289.936,138741,113157,5.77887e-06,-6.06843e-06
1.4026e-05,5.78022e-06,0.134709,289.906,138630,113052,5.78022e-06,-6.12577e-06
1.4036e-05,5.78157e-06,0.135648,289.877,138518,112947,5.78157e-06,-6.18299e-06
1.4046e-05,5.78293e-06,0.136584,289.847,138407,112841,5.78293e-06,-6.24006e-06
1.4056e-05,5.7843e-06,0.137518,289.818,138294,112735,5.7843e-06,-6.297e-06
1.4066e-05,5.78568e-06,0.138449,289.789,138181,112629,5.78568e-06,-6.3538e-06
1.4076e-05,5.78707e-06,0.139377,289.76,138068,112522,5.78707e-06,-6.41047e-06
1.4086e-05,5.78847e-06,0.140302,289.731,137954,112414,5.78847e-06,-6.46698e-06
1.4096e-05,5.78987e-06,0.141225,289.702,137839,112306,5.78987e-06,-6.52336e-06
1.4106e-05,5.79129e-06,0.142145,289.673,137724,112198,5.79129e-06,-6.57958e-06
1.4116e-05,5.79272e-06,0.143061,289.644,137609,112089,5.79272e-06,-6.63566e-06
1.4126e-05,5.79415e-06,0.143975,289.615,137493,111980,5.79415e-06,-6.69159e-06
1.4136e-05,5.7956e-06,0.144886,289.587,137377,111870,5.7956e-06,-6.74736e-06
1.4146e-05,5.79705e-06,0.145794,289.558,137260,111760,5.79705e-06,-6.80298e-06
1.4156e-05,5.79851e-06,0.146699,289.53,137143,111650,5.79851e-06,-6.85844e-06
1.4166e-05,5.79998e-06,0.1476,289.502,137025,111539,5.79998e-06,-6.91374e-06
1.4176e-05,5.80147e-06,0.148499,289.473,136906,111428,5.80147e-06,-6.96888e-06
1.4186e-05,5.80295e-06,0.149394,289.445,136788,111316,5.80295e-06,-7.02386e-06
1.4196e-05,5.80445e-06,0.150286,289.417,136669,111204,5.80445e-06,-7.07867e-06
1.4206e-05,5.80596e-06,0.151175,289.39,136549,111092,5.80596e-06,-7.13331e-06
1.4216e-05,5.80748e-06,0.152061,289.362,136429,110979,5.80748e-06,-7.18779e-06
1.4226e-05,5.809e-06,0.152943,289.334,136308,110866,5.809e-06,-7.24209e-06
1.4236e-05,5.81054e-06,0.153822,289.307,136187,110752,5.81054e-06,-7.29622e-06
1.4246e-05,5.81208e-06,0.154698,289.279,136066,110638,5.81208e-06,-7.35017e-06
1.4256e-05,5.81363e-06,0.15557,289.252,135944,110524,5.81363e-06,-7.40395e-06
1.4266e-05,5.81519e-06,0.156439,289.225,135822,110409,5.81519e-06,-7.45754e-06
1.4276e-05,5.81676e-06,0.157304,289.198,135699,110294,5.81676e-06,-7.51096e-06
1.4286e-05,5.81834e-06,0.158166,289.171,135576,110179,5.81834e-06,-7.56419e-06
1.4296e-05,5.81992e-06,0.159024,289.144,135453,110063,5.81992e-06,-7.61723e-06
1.4306e-05,5.82152e-06,0.159878,289.117,135329,109947,5.82152e-06,-7.67008e-06
1.4316e-05,5.82312e-06,0.160729,289.091,135205,109830,5.82312e-06,-7.72275e-06
1.4326e-05,5.82473e-06,0.161577,289.064,135080,109714,5.82473e-06,-7.77522e-06
1.4336e-05,5.82635e-06,0.16242,289.038,134955,109597,5.82635e-06,-7.82749e-06
1.4346e-05,5.82798e-06,0.16326,289.012,134830,109479,5.82798e-06,-7.87957e-06
1.4356e-05,5.82962e-06,0.164096,288.986,134704,109361,5.82962e-06,-7.93146e-06
1.4366e-05,5.83126e-06,0.164929,288.96,134578,109243,5.83126e-06,-7.98314e-06
1.4376e-05,5.83291e-06,0.165757,288.934,134452,109125,5.83291e-06,-8.03462e-06
1.4386e-05,5.83458e-06,0.166582,288.908,134325,109006,5.83458e-06,-8.08589e-06
1.4396e-05,5.83625e-06,0.167403,288.883,134197,108887,5.83625e-06,-8.13696e-06
1.4406e-05,5.83792e-06,0.16822,288.857,134070,108768,5.83792e-06,-8.18781e-06
1.4416e-05,5.83961e-06,0.169032,288.832,133942,108648,5.83961e-06,-8.23846e-06
1.4426e-05,5.8413e-06,0.169841,288.807,133814,108529,5.8413e-06,-8.2889e-06
1.4436e-05,5.84301e-06,0.170646,288.782,133685,108408,5.84301e-06,-8.33912e-06
1.4446e-05,5.84472e-06,0.171447,288.757,133556,108288,5.84472e-06,-8.38912e-06
1.4456e-05,5.84644e-06,0.172244,288.732,133427,108167,5.84644e-06,-8.43891e-06
1.4466e-05,5.84816e-06,0.173037,288.708,133297,108046,5.84816e-06,-8.48847e-06
1.4476e-05,5.8499e-06,0.173825,288.683,133167,107925,5.8499e-06,-8.53782e-06
1.4486e-05,5.85164e-06,0.17461,288.659,133037,107804,5.85164e-06,-8.58693e-06
1.4496e-05,5.85339e-06,0.17539,288.634,132907,107682,5.85339e-06,-8.63582e-06
1.4506e-05,5.85515e-06,0.176166,288.61,132776,107560,5.85515e-06,-8.68449e-06
1.4516e-05,5.85691e-06,0.176937,288.586,132645,107438,5.85691e-06,-8.73292e-06
1.4526e-05,5.85869e-06,0.177705,288.563,132513,107315,5.85869e-06,-8.78112e-06
1.4536e-05,5.86047e-06,0.178468,288.539,132382,107192,5.86047e-06,-8.82909e-06
1.4546e-05,5.86225e-06,0.179226,288.515,132250,107069,5.86225e-06,-8.87682e-06
1.4556e-05,5.86405e-06,0.179981,288.492,132117,106946,5.86405e-06,-8.92432e-06
1.4566e-05,5.86585e-06,0.18073,288.469,131985,106823,5.86585e-06,-8.97157e-06
1.4576e-05,5.86767e-06,0.181476,288.446,131852,106699,5.86767e-06,-9.01858e-06
1.4586e-05,5.86948e-06,0.182217,288.423,131719,106575,5.86948e-06,-9.06535e-06
1.4596e-05,5.87131e-06,0.182953,288.4,131586,106451,5.87131e-06,-9.11188e-06
1.4606e-05,5.87314e-06,0.183685,288.377,131452,106327,5.87314e-06,-9.15815e-06
1.4616e-05,5.87498e-06,0.184412,288.355,131318,106203,5.87498e-06,-9.20418e-06
1.4626e-05,5.87683e-06,0.185135,288.333,131184,106078,5.87683e-06,-9.24996e-06
1.4636e-05,5.87869e-06,0.185853,288.31,131050,105953,5.87869e-06,-9.29548e-06
1.4646e-05,5.88055e-06,0.186566,288.288,130915,105828,5.88055e-06,-9.34075e-06
1.4656e-05,5.88242e-06,0.187274,288.267,130781,105703,5.88242e-06,-9.38577e-06
1.4666e-05,5.88429e-06,0.187978,288.245,130646,105578,5.88429e-06,-9.43052e-06
1.4676e-05,5.88618e-06,0.188677,288.223,130511,105452,5.88618e-06,-9.47502e-06
1.4686e-05,5.88807e-06,0.189371,288.202,130375,105326,5.88807e-06,-9.51925e-06
1.4696e-05,5.88996e-06,0.19006,288.181,130239,105200,5.88996e-06,-9.56322e-06
1.4706e-05,5.89187e-06,0.190745,288.159,130104,105074,5.89187e-06,-9.60693e-06
1.4716e-05,5.89378e-06,0.191424,288.139,129968,104948,5.89378e-06,-9.65037e-06
1.4726e-05,5.8957e-06,0.192099,288.118,129831,104822,5.8957e-06,-9.69354e-06
1.4736e-05,5.89762e-06,0.192768,288.097,129695,104696,5.89762e-06,-9.73643e-06
1.4746e-05,5.89955e-06,0.193433,288.077,129558,104569,5.89955e-06,-9.77906e-06
1.4756e-05,5.90149e-06,0.194092,288.056,129422,104442,5.90149e-06,-9.82141e-06
1.4766e-05,5.90343e-06,0.194746,288.036,129285,104315,5.90343e-06,-9.86349e-06
1.4776e-05,5.90538e-06,0.195395,288.016,129148,104189,5.90538e-06,-9.90528e-06
1.4786e-05,5.90734e-06,0.196039,287.996,129010,104062,5.90734e-06,-9.9468e-06
1.4796e-05,5.90931e-06,0.196678,287.977,128873,103934,5.90931e-06,-9.98804e-06
