node_index,r_m,z_m,pressure_re_pa,pressure_im_pa,pressure_abs_pa,pressure_phase_rad,grad_p_abs_pa_per_m,velocity_abs_m_s,gorkov_potential_j,gorkov_force_r_n,gorkov_force_z_n,gorkov_force_abs_n,candidate_marker,candidate_score
241,0.011119614814852029,0.0141689357806296,0,19402.966286544801,19402.966286544801,1.5707963267948966,11737727.734177154,0.018718611117846964,2.7624620748061625e-16,-9.9161743241346515e-14,-5.9674281564112204e-14,1.1573275769139726e-13,0,0
242,0.0017720405647722039,0.016143903538902001,0,-50423.207409810944,50423.207409810944,-1.5707963267948966,13559994.516464263,0.021624650857658145,5.797694668948396e-16,-7.8842318536681948e-14,1.3535430520412832e-13,1.566425840234128e-13,0,0
243,0.0043449557472291234,0.033966739453572127,0,-11162.618020382619,11162.618020382619,-1.5707963267948966,20267731.441900622,0.03232173992221956,7.2038860624210125e-16,8.0107611718949142e-14,1.5744635618533589e-13,1.7665385512734664e-13,0,0
244,0.00054222003960711224,0.0236809824979448,0,-109700.80472304494,109700.80472304494,-1.5707963267948966,13353621.38201119,0.021295539590427934,1.5523479307611629e-15,3.6844244766427377e-14,-2.0066622957983713e-13,2.0402067068362536e-13,0,0
245,0.015353065112839461,0.030903154636961701,0,-25681.842008832944,25681.842008832944,-1.5707963267948966,9831348.1775494274,0.015678433464073029,2.3471790483897389e-16,7.321383375074419e-14,4.2298111750174192e-16,7.3215055593145401e-14,0,0
246,0.0050152764862609889,0.055795766923686888,-0,-13077.243751100645,13077.243751100645,-1.5707963267948966,9574902.7889251187,0.015269470024867811,1.7559540476795074e-16,6.1072422425852806e-14,7.57352009372288e-16,6.1077118162433861e-14,0,0
247,0.011566233245651069,0.054761827395951618,0,32584.238016253181,32584.238016253181,1.5707963267948966,3762925.8428561171,0.0060008842522924618,1.3424835002485998e-16,1.3470584727401076e-14,7.8416783404282351e-15,1.5586807629942459e-14,0,0
248,0.0102986676461392,0.060397138898322461,-0,-19377.33361353588,19377.33361353588,-1.5707963267948966,4683000.1593018705,0.0074681625636575759,7.6623551835333241e-17,1.1623183383724589e-14,1.9942158884927241e-15,1.1793018654339873e-14,0,0
249,0.0011098939386181041,0.02799478618142304,0,-123433.88141574073,123433.88141574073,-1.5707963267948966,12168951.75877873,0.019406300848261008,1.8315582781859379e-15,-1.6504163321565902e-14,5.0140495248939335e-14,5.2786898665803708e-14,10,0.40960205298146135
250,0.01650776644710104,0.021812264617224991,0,-20423.293936209964,20423.293936209964,-1.5707963267948966,2859168.2210880988,0.0045596268087919048,5.7239533858580878e-17,-2.6968676992661485e-14,2.2329191577785066e-14,3.5012888130686053e-14,0,0
251,0.003705707915323569,0.028747156050264289,0,-67632.777917253814,67632.777917253814,-1.5707963267948966,26437135.32830881,0.042160328343584429,1.6770730844040705e-15,1.7235184089764103e-13,7.9130912164422859e-14,1.8964930350723507e-13,0,0
252,0.0035316042142441721,0.029482101102525651,0,-66757.33505753518,66757.33505753518,-1.5707963267948966,26040203.573311877,0.041527325829777778,1.6290236080134938e-15,1.3195161126896797e-13,1.2597282656689082e-13,1.8242911157413663e-13,0,0
253,0.002905111465112738,0.02888622609240846,0,-86464.937532223295,86464.937532223295,-1.5707963267948966,24003210.451617002,0.03827885364178249,1.765906360221281e-15,7.0632410121219654e-14,1.0071838485211484e-13,1.230167891255128e-13,0,0
254,0.0220498333613257,0.0089740888395175508,0,-25852.852152164225,25852.852152164225,-1.5707963267948966,4771727.0305227721,0.0076096587574439947,1.0837457283633868e-16,1.6506788705266591e-14,-6.7315381552217907e-15,1.7826600329157648e-14,0,0
255,0.021417310358998291,0.038972686926671093,-0,24432.212434679503,24432.212434679503,1.5707963267948966,4962452.969624822,0.00791381683343533,1.0418034101291466e-16,-3.6525018247340968e-15,-3.015764779363423e-15,4.7366239859350062e-15,0,0
256,0.00375928728097338,0.03313883870795864,0,-28276.917567443983,28276.917567443983,-1.5707963267948966,22097926.871064026,0.035240423783698002,9.2377515284105896e-16,6.7457991159139522e-14,1.9476719041267336e-13,2.0611850725365034e-13,0,0
257,0.0020252989633651641,0.029709461052399331,0,-97489.523221388314,97489.523221388314,-1.5707963267948966,19742501.118187703,0.031484134688946334,1.6547335057605608e-15,-4.5324721852249654e-15,1.7196839437212401e-13,1.7202811388559783e-13,0,0
258,0.0021141761535347458,0.029037697731309878,0,-101878.0007313501,101878.0007313501,-1.5707963267948966,20078544.473025337,0.032020036101928238,1.7683117417474293e-15,6.9458012723071877e-15,1.237294293064539e-13,1.2392423423937369e-13,0,0
259,0,0.04001006599553654,0,-64191.165078724574,64191.165078724574,-1.5707963267948966,8746302.0015903953,0.013948068109495488,5.5811595240411487e-16,7.9173819256779973e-14,-3.2234086540949515e-16,7.9174475428251344e-14,0,0
260,0.0017485708085940329,0.038346747609236939,0,-46528.650159330704,46528.650159330704,-1.5707963267948966,10396643.252104143,0.016579931514382498,4.101766626567761e-16,5.0943091226804194e-14,7.6820544786478903e-15,5.1519049920931271e-14,0,0
261,0.0026229407071931168,0.041488182779502017,0,-40109.795670561427,40109.795670561427,-1.5707963267948966,9789625.0289327409,0.015611895935579007,3.3152881400229217e-16,7.5045597576377835e-14,1.7713154876015203e-14,7.7107701115111369e-14,0,0
262,0.02696673269538185,0.033057115169610213,0,1703.0087343996977,1703.0087343996977,1.5707963267948966,3550768.7184690298,0.0056625490312667394,2.2015011465666945e-17,1.6086725757470776e-15,-7.225606609400947e-15,7.4025143248614789e-15,0,0
263,0.024534075541709381,0.03153342746136998,0,4562.7503835209154,4562.7503835209154,1.5707963267948966,1496182.574750612,0.0023860205665282479,6.0096953337229173e-18,1.1561510540191797e-14,3.6776041713671211e-16,1.1567358112178363e-14,0,0
264,0.01431482026336801,0.031337923008985157,0,-12409.949441104074,12409.949441104074,-1.5707963267948966,13286639.977869239,0.021188721739080967,3.1998467077653823e-16,7.0735706769131191e-14,1.1757639182412879e-14,7.170622212383193e-14,0,0
265,0.0011039038895445631,0.015838542873802579,0,-59328.758391921801,59328.758391921801,-1.5707963267948966,11217526.524276771,0.017889026008047058,5.8094018643069056e-16,-5.3538877335247519e-14,1.7225983933525384e-13,1.8038809171928769e-13,0,0
266,0.030929954460871861,0.034603897491461998,-0,-13576.764375611339,13576.764375611339,-1.5707963267948966,1831783.1724507343,0.0029212158974758337,2.4852202495752832e-17,-2.9967590979854358e-15,-6.1554727995934165e-15,6.8461967893052049e-15,0,0
267,0.035052675474754158,0.036732245419710999,-0,-22312.513510896624,22312.513510896624,-1.5707963267948966,3764777.7880951646,0.0060038376214220203,7.5925377475241516e-17,-5.5946930152619965e-16,-4.6698163384530726e-15,4.703210662327755e-15,0,0
268,0.02900782163527842,0.03900572272362559,0,-4905.3123817644937,4905.3123817644937,-1.5707963267948966,5535419.4725126298,0.0088275488089931582,5.5263104786201715e-17,8.8968186750905253e-16,-3.101157259313791e-15,3.2262532715781968e-15,0,0
269,0.0012679037650931561,0.029805182972172949,0,-107766.03780397498,107766.03780397498,-1.5707963267948966,15782459.666213192,0.025168902505273493,1.6306947579945937e-15,-2.1759375531857377e-14,1.8348650915305194e-13,1.8477220966560259e-13,0,0
270,0.032560171229857729,0.026295777560365489,-0,-19580.049043935338,19580.049043935338,-1.5707963267948966,3324922.5901816045,0.0053023834230993055,5.8709844425419145e-17,-4.0155188569840377e-15,1.3291063688695507e-14,1.3884407285431907e-14,0,0
271,0.00090088933964931062,0.013792608222514539,0,-79901.978010204402,79901.978010204402,-1.5707963267948966,13021122.671008766,0.020765290958887659,9.5262582944160444e-16,2.9205483579448212e-14,1.8450522394325224e-13,1.8680240344668768e-13,0,0
272,0.01546621782729244,0.019026744703338719,0,-29794.259396774647,29794.259396774647,-1.5707963267948966,6392838.1231454108,0.010194907692233539,1.6224139704929824e-16,4.891573025568441e-14,3.6974869833787954e-14,6.1317939183182283e-14,0,0
273,0.01694611215294381,0.016250078693318411,0,-44147.720368998438,44147.720368998438,-1.5707963267948966,4316693.5913279653,0.0068839992271838863,2.337651064225964e-16,-4.275835658283417e-14,-2.1134829395684344e-15,4.2810557901067411e-14,0,0
274,0.016329461954794119,0.017049739647217919,0,-40834.972942686531,40834.972942686531,-1.5707963267948966,4122746.1125546028,0.0065747036365326724,2.0181555110243206e-16,-1.2565610861619142e-14,2.0929699173292687e-14,2.4412023345273319e-14,0,0
275,0.015769928475646729,0.01651281646457858,0,-41282.621299966508,41282.621299966508,-1.5707963267948966,5015383.0039446373,0.0079982264186058919,2.1966821218573022e-16,2.7862852771460743e-14,1.9857524126225675e-14,3.421490653191577e-14,0,0
276,0.011647227597055221,0.01460207957102241,0,11892.602582421599,11892.602582421599,1.5707963267948966,14144611.488225441,0.022556962289233366,3.592188709598221e-16,-8.3416203382710461e-14,-4.4228889946859965e-14,9.4416405845155774e-14,0,0
277,0.00171092921023951,0.01433348732418758,0,-66294.906655739527,66294.906655739527,-1.5707963267948966,15528591.992214428,0.024764049847877247,8.7008166315722243e-16,-2.7097823179830247e-14,1.7008783916730412e-13,1.7223288029202803e-13,0,0
278,0.0165061612133478,0.020058916207954421,0,-26294.836956503117,26294.836956503117,-1.5707963267948966,4810616.0538220294,0.0076716765960220777,1.1140129459641995e-16,-3.4302118168103779e-14,3.6917861243868128e-14,5.0394084867572061e-14,0,0
